PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
010157,01-APR-14,31-MAR-15,Reopened,33373080,74483716,83611066
010158,01-JAN-14,31-DEC-14,Reopened,22642493,46235036,64143452
010164,01-AUG-14,31-JUL-15,Settled,53993082,111853027,179130459
010168,01-JAN-14,31-DEC-14,Reopened,38217566,89738994,44557829
010169,01-OCT-13,30-SEP-14,Settled,16448233,27143621,63560681
011300,01-OCT-13,30-SEP-14,Settled,10716663,7801821,7249039
011302,01-OCT-13,30-SEP-14,Reopened,,7557325,15381588
011304,01-JAN-14,31-DEC-14,Settled,,5743465,20746137
011305,01-JUL-14,30-JUN-15,Settled,,20931578,76106723
012006,01-APR-14,31-MAR-15,Settled,12463136,22719315,67923
012007,01-JUL-14,31-MAR-15,Settled,6878354,18089596,
012008,01-SEP-14,31-AUG-15,Settled,13971798,52385370,
012009,01-JUL-14,31-MAR-15,Settled,7400368,21829041,
012010,01-OCT-13,30-SEP-14,Settled,10432306,32660566,
012011,01-FEB-14,31-JAN-15,Settled,8955238,31761588,5089
012012,01-APR-14,31-JAN-15,Settled,7968987,28346423,
012013,01-FEB-14,31-JAN-15,Settled,4531716,18078125,
013025,01-JAN-14,31-DEC-14,Settled,30757597,62149291,1994090
013027,01-JAN-14,30-DEC-14,Settled,13909986,15816308,
013028,01-JAN-14,31-DEC-14,Settled,19958588,44252950,1070667
013029,01-JUN-14,31-MAY-15,Settled,18493756,52208992,281660
013030,01-JAN-14,31-DEC-14,Settled,14971248,27819369,203565
013032,01-JAN-14,31-DEC-14,Settled,11963743,24670651,257419
013033,01-JUN-14,31-MAY-15,Settled,15680782,29716216,879273
013300,01-JAN-14,31-DEC-14,Reopened,,974724534,450680977
013301,01-OCT-13,30-SEP-14,Settled,,164052435,40422235
014000,01-JUL-14,30-JUN-15,Settled,19034914,44335741,33627
014006,01-JAN-14,31-DEC-14,Settled,6978295,13365281,551290
014007,01-JUL-14,30-JUN-15,Settled,20746488,24267891,
014009,01-OCT-13,30-SEP-14,Settled,12383017,12767905,
014012,01-OCT-13,30-SEP-14,Settled,20161577,17021600,63467
014014,01-OCT-13,30-SEP-14,Settled,8085389,6139972,
014016,01-JUL-14,30-JUN-15,Settled,4158681,8936115,
014017,01-OCT-13,30-SEP-14,Settled,12105096,7037033,
014018,01-JAN-14,31-DEC-14,Settled,3047133,4899188,
020001,01-JAN-14,31-DEC-14,Reopened,472509345,1239972311,594872484
020006,01-JAN-14,31-DEC-14,Reopened,86498909,198526127,207347096
020008,01-JUL-14,30-JUN-15,Settled w/Audit,64768743,55954079,62478148
020012,01-JAN-14,31-DEC-14,Settled,213199227,172605429,236192726
020017,01-JAN-14,31-DEC-14,Reopened,150681521,442076090,215390912
020018,01-OCT-13,30-SEP-14,Settled,72651573,112160,738397
020024,01-JUL-14,30-JUN-15,Settled w/Audit,107214105,109172111,140372977
020026,01-OCT-13,30-SEP-14,Settled,280195654,664981,3318383
020027,01-OCT-13,30-SEP-14,Settled,58876534,8198486,36644406
021301,01-JAN-14,31-DEC-14,Reopened,13258639,8004519,7281146
021302,01-JAN-14,31-DEC-14,Reopened,19244984,16281874,7566776
021303,01-JUL-14,30-JUN-15,Settled,25755091,8340810,12338162
021304,01-JUL-14,30-JUN-15,Settled,13534707,6559421,6505599
021305,01-JUL-14,30-JUN-15,Settled,9826000,5676709,5208037
021306,01-JAN-14,31-DEC-14,Reopened,32282081,24249227,37765623
021307,01-JAN-14,31-DEC-14,Settled,8502861,5118605,2664086
021308,01-OCT-13,30-SEP-14,Settled,56986894,19802864,48720799
021309,01-OCT-13,30-SEP-14,Settled,,12452,125210
021310,01-OCT-13,30-SEP-14,Reopened,,14790,159174
021311,01-JUL-14,30-JUN-15,Reopened,57459897,36437322,57330446
021312,01-OCT-13,30-SEP-14,Reopened,,6552,77210
021313,01-JUL-14,30-JUN-15,Settled,50097707,26029517,42583575
022001,01-JAN-14,31-DEC-14,Settled,36858438,71389786,
024001,01-JAN-14,31-DEC-14,Settled,20685745,80658840,
024002,01-JUL-14,30-JUN-15,Settled,32843505,31235477,
030001,01-JAN-14,31-DEC-14,Settled,54800185,143259971,142256831
030002,01-JAN-14,31-DEC-14,Reopened,562540973,1881028334,763365452
030006,01-JAN-14,31-DEC-14,Reopened,420265613,1043553497,557251656
030007,01-JUL-14,30-JUN-15,Settled,117577878,268741557,262560801
030010,01-JUL-14,30-JUN-15,Settled,208857076,520338731,412962133
030011,01-JUL-14,30-JUN-15,Settled,248887608,693096829,417053207
030012,01-JAN-14,31-DEC-14,Reopened,130366203,276805327,276132147
030013,01-OCT-13,30-SEP-14,Reopened,306062328,620069214,584134447
030014,01-JAN-14,31-DEC-14,Reopened,277002517,966036091,430780762
030016,09-JUN-14,31-DEC-14,Reopened,68127042,107779205,141768701
030022,01-JUL-14,30-JUN-15,Reopened,404040694,1032233253,813965202
030023,01-JUL-14,30-JUN-15,Settled,330630669,645386684,336201385
030024,01-JUL-14,30-JUN-15,Reopened,660289304,2062130388,1166986746
030030,01-APR-14,31-MAR-15,Reopened,188348821,480806333,367983451
030033,01-AUG-14,31-JUL-15,Reopened,34326764,94353155,226516191
030036,01-JUL-14,30-JUN-15,Settled,398542384,1451219627,1005148953
030037,01-JUN-14,31-MAY-15,Reopened,139240564,467020288,408479473
030038,01-OCT-13,31-DEC-13,Reopened,79223868,242949507,159371098
030038,01-JAN-14,31-DEC-14,Reopened,326345715,943935911,638685100
030043,01-MAY-14,30-APR-15,Settled,81161518,126820887,215126684
030055,01-JUL-14,30-JUN-15,Reopened,176046030,468927135,503183775
030061,01-JAN-14,31-DEC-14,Settled,263416575,815562664,533188825
030062,01-JAN-14,31-DEC-14,Reopened,103848537,105441873,284352281
030064,01-JUL-14,27-FEB-15,Reopened,412631767,992171800,895517742
030065,01-JAN-14,31-DEC-14,Reopened,524666948,1391435741,914062374
030068,01-JAN-14,31-DEC-14,Settled,52238780,32866686,94701243
030069,01-SEP-14,31-AUG-15,Reopened,130166635,397766153,443539527
030071,01-OCT-13,30-SEP-14,Settled,60679612,213883,1279080
030073,01-OCT-13,30-SEP-14,Settled,78055856,203072,1763586
030074,01-OCT-13,30-SEP-14,Settled,27724236,18205,308510
030077,01-OCT-13,30-SEP-14,Settled,15405792,800,198873
030078,01-OCT-13,30-SEP-14,Reopened,93701710,174852,1714096
030083,01-OCT-13,30-SEP-14,Reopened,82002698,166926273,187930935
030084,01-OCT-13,30-SEP-14,Settled,73042331,90953,1163520
030085,01-OCT-13,30-SEP-14,Settled,220763589,883525202,692338213
030087,01-OCT-13,31-DEC-13,Reopened,92309194,244933664,204176270
030087,01-JAN-14,31-DEC-14,Reopened,385239493,1058910743,836651636
030088,01-JAN-14,31-DEC-14,Reopened,228998132,883384442,468410663
030089,01-JAN-14,31-DEC-14,Reopened,425741684,1217367903,780791076
030092,01-JAN-14,31-DEC-14,Reopened,217574639,663505851,543791462
030093,01-JAN-14,31-DEC-14,Reopened,231844098,656008309,664696369
030094,01-APR-14,31-MAR-15,Reopened,151254229,427510383,342344868
030101,01-SEP-14,31-AUG-15,Reopened,80828483,587905519,437984585
030103,01-JAN-14,31-DEC-14,Settled,424713646,624649448,549024181
030105,01-JAN-14,31-DEC-14,Settled,96362762,444561656,227119429
030107,01-JAN-14,31-DEC-14,Settled,21855722,46741446,34488027
030108,01-JUN-14,31-MAY-15,Settled,17134762,28188106,12565442
030110,01-MAY-14,30-APR-15,Reopened,136064849,393941625,333563333
030111,01-JUL-14,27-FEB-15,Reopened,80735807,167776538,221121151
030112,01-JAN-14,31-DEC-14,Settled,20965161,50151296,62132105
030113,01-OCT-13,30-SEP-14,Settled,38166462,35664,373769
030114,01-OCT-13,30-SEP-14,Reopened,80676092,271285854,265042624
030115,01-JAN-14,31-DEC-14,Reopened,225145259,708043577,638531809
030117,01-DEC-13,30-NOV-14,Reopened,46250976,148822558,193469782
030118,01-JAN-14,31-DEC-14,Reopened,64285298,99990830,151156850
030119,01-JUL-14,30-JUN-15,Reopened,223142587,706858579,667760547
030120,01-JAN-14,31-DEC-14,Settled,20707827,13668165,85384089
030121,01-JUL-14,30-JUN-15,Reopened,150667962,562006328,391110994
030122,01-JAN-14,31-DEC-14,Reopened,270169124,540205877,656023125
030123,01-OCT-13,31-DEC-13,Settled,26347517,73279958,52359912
030123,01-JAN-14,31-DEC-14,Reopened,110836608,310347268,220011238
030130,01-JAN-14,31-DEC-14,Reopened,57744313,89159346,167384364
030131,01-JAN-14,31-DEC-14,Settled,59494022,142946975,17445869
030132,01-JAN-14,31-DEC-14,Settled w/Audit,17861607,12676684,64707258
030134,01-JAN-14,31-DEC-14,Reopened,18552687,23128530,62666237
030135,29-MAY-14,31-DEC-14,Settled,11207840,12923280,38250715
031300,01-JAN-14,31-DEC-14,Settled,,8537109,36489664
031301,01-JUL-14,30-JUN-15,Settled,,4525029,18848177
031302,01-JUL-14,30-JUN-15,Settled,16813501,6381556,24204341
031303,01-APR-14,31-MAR-15,Settled,,2508658,15443022
031304,01-JAN-14,31-DEC-14,Settled,,6189190,29200749
031305,01-OCT-13,30-SEP-14,Reopened,,6765,124370
031307,01-OCT-13,30-SEP-14,Settled,,6108,174097
031308,01-OCT-13,30-SEP-14,Reopened,,480,812416
031309,01-OCT-13,30-SEP-14,Settled,,7420922,20360780
031311,01-OCT-13,30-SEP-14,Reopened,,36176607,45735075
031312,01-JUL-14,30-JUN-15,Settled,,3840776,65996577
031313,01-JUL-14,30-JUN-15,Settled,,19032710,67824020
031314,01-JAN-14,31-DEC-14,Settled,,22600355,51387143
031315,01-JAN-14,31-DEC-14,Settled,,5597055,20008680
031317,24-OCT-13,30-SEP-14,Settled,,12085548,41710976
032000,01-SEP-14,31-AUG-15,Settled,33058571,100041513,9437
032001,01-DEC-13,30-NOV-14,Settled,20430773,62702606,
032002,01-SEP-14,31-AUG-15,Settled,16522257,49256794,
032004,01-JAN-14,31-DEC-14,Settled,10033829,33937825,
032005,01-JUN-14,31-MAY-15,Settled,25014777,70970861,
032006,01-JUN-14,31-MAY-15,Settled,19790899,70498319,
032007,28-JUN-14,31-MAY-15,Settled,20816468,72691037,
032008,28-JUN-14,31-MAY-15,Settled,15264670,31216402,
033025,01-JAN-14,31-DEC-14,Settled,12994858,20566525,2299731
033028,01-JAN-14,31-DEC-14,Settled,19905044,34517416,4284375
033029,01-JAN-14,31-DEC-14,Settled,14499853,24996453,448
033032,01-JUN-14,31-MAY-15,Settled,18371127,31999492,2964005
033034,01-JAN-14,31-DEC-14,Settled,11073374,24271185,200389
033036,01-JAN-14,31-DEC-14,Settled,12269945,24925995,1318378
033037,01-JUN-14,31-MAY-15,Settled,17476823,37430102,1773879
033038,01-JAN-14,31-DEC-14,Settled,16993228,36006694,
033302,01-JAN-14,31-DEC-14,Settled w/Audit,,966721404,761980520
034004,01-JAN-14,31-DEC-14,Settled,24125939,51820041,4459786
034013,01-JUN-14,31-MAY-15,Settled,37909097,122766144,15290730
034020,01-JUL-14,30-JUN-15,Settled,6444722,12036788,
034021,01-JUL-14,30-JUN-15,Settled,59678486,60717938,
034022,01-JAN-14,31-DEC-14,Settled,12758338,31016200,1501900
034023,01-OCT-13,30-SEP-14,Settled,14076961,5357466,9497803
034024,01-JAN-14,31-DEC-14,Settled,17076926,49379106,3267840
034025,01-JUL-14,30-JUN-15,Settled,31633692,4474455,30414305
034026,01-JAN-14,31-DEC-14,Settled,20057489,82968500,6041770
034027,01-JUL-14,30-JUN-15,Settled,3886707,3543253,
034028,01-JAN-14,31-DEC-14,Settled,14161100,38143227,3380160
034029,28-MAR-14,31-DEC-14,Settled,9328178,21221322,
034030,16-MAY-14,31-AUG-14,Settled,2811288,8624725,438500
034030,01-SEP-14,31-AUG-15,Settled,10529907,30138700,1751160
040001,01-APR-14,31-MAR-15,Reopened,25125708,46610504,92033175
040002,01-JAN-14,31-DEC-14,Settled,28972407,19301865,39886656
040004,01-JAN-14,31-DEC-14,Reopened,173730353,520002927,378299324
040007,01-JUL-14,30-JUN-15,Reopened,335088260,957991926,502471238
040010,01-JUL-14,30-JUN-15,Reopened,162468491,283402426,451042001
040011,01-JUL-14,30-JUN-15,Settled,16912698,11071790,22225753
040014,01-OCT-13,30-SEP-14,Reopened,135836782,232636147,326467918
040015,01-JAN-14,31-DEC-14,Settled,20844678,21897405,40358075
040016,01-JUL-14,30-JUN-15,Reopened,559430723,949135109,897927900
040017,01-APR-14,31-MAR-15,Settled w/Audit,62997798,72581783,132025403
040018,01-JAN-14,31-DEC-14,Reopened,19022707,38260463,92208767
040019,01-OCT-13,30-SEP-14,Reopened,21286984,52309632,55466340
040020,01-OCT-13,30-SEP-14,Reopened,230117726,230989986,306165783
040022,01-NOV-13,31-OCT-14,Reopened,199018369,840870635,691253803
040026,01-JUL-14,30-JUN-15,Settled w/Audit,157436350,412481491,379703813
040027,01-JAN-14,31-DEC-14,Reopened,136473397,206293527,229224019
040029,01-JAN-14,31-DEC-14,Reopened,109948357,138969087,195037791
040036,01-JAN-14,31-DEC-14,Settled,150369380,347840336,331245172
040039,01-JUL-14,30-JUN-15,Reopened,43462848,61158317,81227373
040041,01-SEP-14,31-AUG-15,Settled,67147569,208638622,356482389
040042,01-JAN-14,29-AUG-14,Reopened,30520464,39721162,47773764
040047,01-JAN-14,31-DEC-14,Settled,13805957,10459636,19275405
040050,01-OCT-13,30-SEP-14,Settled,29752255,24425095,62893382
040051,01-APR-14,31-MAR-15,Settled,26515864,18497097,44320150
040055,01-JAN-14,30-SEP-14,Reopened,169330434,468822072,538946600
040062,01-JUL-14,30-JUN-15,Reopened,223177310,419728549,311669753
040067,01-OCT-13,30-SEP-14,Settled w/Audit,23326868,14111427,30754188
040069,01-JAN-14,31-DEC-14,Settled,18259819,28969178,42251253
040071,01-JUL-14,30-JUN-15,Reopened,140767587,363553271,359067494
040072,01-JAN-14,31-DEC-14,Settled,24635899,14975769,44169012
040074,01-JUL-14,30-JUN-15,Reopened,24362439,29785538,37158729
040076,01-JAN-14,31-DEC-14,Reopened,21810136,21566718,27785759
040078,01-SEP-14,31-AUG-15,Reopened,74407831,444966763,399532496
040080,01-AUG-14,31-JAN-15,Reopened,8937448,21292759,29250733
040084,01-JUL-14,30-JUN-15,Reopened,72503635,107604452,136116719
040085,01-JAN-14,31-DEC-14,Reopened,20247661,50285658,65435425
040088,01-JUL-14,30-JUN-15,Reopened,55665213,200221445,209475208
040114,01-JAN-14,31-DEC-14,Settled w/Audit,369602180,1090054667,578446527
040118,01-OCT-13,30-SEP-14,Reopened,137568529,263331023,253110926
040119,01-OCT-13,30-SEP-14,Settled,117653288,222804528,244013189
040132,01-JAN-14,31-DEC-14,Settled,6169615,7154670,2840797
040134,01-OCT-13,30-SEP-14,Settled w/Audit,115024761,205053557,307268478
040137,01-JUL-14,30-JUN-15,Reopened,21531608,30843491,93622660
040147,01-JAN-14,31-DEC-14,Settled,46938128,106833388,78159568
040152,01-JAN-14,31-DEC-14,Reopened,28219570,38913049,52321593
040153,01-OCT-13,30-SEP-14,Reopened,12257128,23391641,35079978
041300,01-JUL-14,30-JUN-15,Settled w/Audit,,1040232,9558306
041302,01-JUL-14,30-JUN-15,Settled,11624837,11512902,13447447
041303,01-JUL-14,30-JUN-15,Settled,,3205040,14966875
041304,01-JAN-14,31-DEC-14,Settled,,3331766,8030295
041305,01-JUL-14,30-JUN-15,Settled,,4031482,13669688
041306,01-JAN-14,31-DEC-14,Settled,,3215110,4896624
041307,01-OCT-13,30-SEP-14,Settled,,4023008,12589774
041308,01-JUL-14,30-JUN-15,Settled,,1382129,10143813
041309,01-JUL-14,30-JUN-15,Settled,,5837968,10112560
041310,01-OCT-13,30-SEP-14,Settled,,11387509,24852368
041311,01-OCT-13,30-SEP-14,Settled,,6071954,30409310
041312,01-JAN-14,31-DEC-14,Settled,,13158082,62559337
041313,01-JUL-14,30-JUN-15,Settled,24652134,13708329,30872790
041314,01-JAN-14,31-DEC-14,Settled,10475532,5003839,8069514
041316,01-JAN-14,31-DEC-14,Settled,,7895793,16606378
041317,01-JAN-14,31-DEC-14,Settled,,1744403,14264833
041318,01-JAN-14,30-JUN-14,Settled,,2579075,5712189
041318,01-JUL-14,30-JUN-15,Settled,,4125138,15247615
041319,01-OCT-13,30-SEP-14,Settled,10730091,9948022,14573671
041320,01-JUL-14,30-JUN-15,Settled,,2401761,14194504
041321,01-JAN-14,31-DEC-14,Settled,,20438591,50576891
041322,01-JUL-14,30-JUN-15,Settled,,8900906,10481080
041323,01-OCT-13,30-SEP-14,Settled,24272228,12072332,29032500
041324,01-JUL-14,30-JUN-15,Settled,,10120432,45063030
041326,01-JUL-14,30-JUN-15,Reopened,,6075665,14854283
041327,01-OCT-13,30-SEP-14,Settled,19409874,9971129,24422999
041328,01-APR-14,31-MAR-15,Settled,,7523029,19377064
041329,01-JUL-14,30-JUN-15,Reopened,,10239962,36127956
041330,01-JAN-14,31-DEC-14,Reopened,,5745286,15301422
041331,01-JAN-14,31-DEC-14,Settled,,15033429,19126143
042000,01-MAR-14,04-AUG-14,Reopened,5599097,9759374,
042004,01-SEP-14,31-AUG-15,Settled,5879079,14670021,
042006,01-SEP-14,31-AUG-15,Settled,11617793,45086483,
042008,01-SEP-14,31-AUG-15,Settled,7267307,22175290,
042009,01-JUN-14,31-MAY-15,Reopened,12813308,51319422,
042010,01-NOV-13,31-OCT-14,Settled,8715612,21485501,10950
042011,01-OCT-13,30-SEP-14,Settled,6233125,25061397,
042012,01-JAN-14,31-DEC-14,Reopened,13447827,41967011,42874
043026,01-JAN-14,31-DEC-14,Settled w/Audit,26426882,58749456,21304765
043028,01-JUN-14,31-MAY-15,Settled,14763612,30008292,1867400
043029,01-JAN-14,31-DEC-14,Reopened,16568938,38609462,1984973
043031,01-JAN-14,31-DEC-14,Settled,19616270,34115690,1495147
043032,01-JAN-14,31-DEC-14,Settled,14313412,33258617,549918
043033,01-JAN-14,31-DEC-14,Settled,5133665,6476902,
043034,01-NOV-13,31-OCT-14,Settled,3521449,5479614,
043300,01-JUL-14,30-JUN-15,Settled,,499037624,271926962
044004,01-JAN-14,31-DEC-14,Settled,18246358,38682965,5732855
044005,01-JAN-14,31-DEC-14,Settled,14726590,48622783,1749466
044006,01-JAN-14,31-DEC-14,Settled,13222817,27964790,6952382
044007,01-JAN-14,31-DEC-14,Settled,10554150,25364050,3600
044011,01-JUL-14,30-JUN-15,Reopened,46834067,59283160,2394
044019,01-JAN-14,31-DEC-14,Settled,8662196,22872998,355500
044020,01-JAN-14,31-DEC-14,Settled,8637122,16384787,4206937
050002,01-OCT-13,30-SEP-14,Settled,112751963,461632256,189995822
050006,01-JUL-14,30-JUN-15,Reopened,188443997,459023238,548335586
050007,01-JAN-14,31-DEC-14,Reopened,378149075,779155801,682460501
050008,01-JAN-14,31-DEC-14,Reopened,144074880,472908956,209301499
050009,01-JUL-14,30-JUN-15,Reopened,206892710,551829267,593731122
050013,01-JAN-14,31-DEC-14,Settled,160222106,534752714,299872141
050014,01-JAN-14,31-DEC-14,Reopened,55358151,114851507,106572468
050017,01-JUL-14,30-JUN-15,Reopened,465418765,1917387666,664017513
050018,01-JAN-14,31-DEC-14,Settled w/Audit,67475856,194239871,81485125
050022,01-MAY-14,30-APR-15,Settled,342664552,2155164734,902525146
050024,01-JAN-14,31-DEC-14,Reopened,109033095,361320235,129001581
050025,01-JUL-14,30-JUN-15,Settled w/Audit,1113049001,1986704120,1846503155
050026,01-OCT-13,30-SEP-14,Reopened,547985396,1972078046,1252218509
050028,01-JUL-14,30-JUN-15,Reopened,54553480,50433785,109562661
050030,01-DEC-13,30-NOV-14,Reopened,146776845,493086048,311136461
050036,01-JUL-14,30-JUN-15,Reopened,312196858,926483631,607630255
050038,01-JUL-14,30-JUN-15,Reopened,907712314,1928810372,1015336430
050039,01-JUL-14,30-JUN-15,Reopened,370364596,1093563068,754615037
050040,01-JUL-14,30-JUN-15,Reopened,376738534,13716280,22948308
050042,01-JUL-14,30-JUN-15,Settled,71794344,118688611,226528139
050043,01-JAN-14,31-DEC-14,Reopened,259142847,919673168,475038516
050045,01-JUL-14,30-JUN-15,Settled,114944884,215210154,397608653
050046,01-JAN-14,18-FEB-14,Settled,3855772,7351424,7141958
050047,01-JAN-14,31-DEC-14,Settled w/Audit,649115033,1839134278,950783560
050054,01-JUL-14,30-JUN-15,Settled,73616657,123789747,143955771
050055,01-JAN-14,31-DEC-14,Reopened,116864420,354866174,145879193
050056,01-JUL-14,30-JUN-15,Reopened,345460618,936006883,519051397
050057,01-JUL-14,30-JUN-15,Reopened,426522089,934079919,725729209
050058,01-JUL-14,30-JUN-15,Reopened,204820207,714586104,295335942
050060,01-SEP-14,31-AUG-15,Settled w/Audit,746844634,2595176322,1030683002
050063,01-JAN-14,31-DEC-14,Reopened,180977971,741915534,226749793
050067,01-JUL-14,30-JUN-15,Settled,54348726,57738661,129168288
050069,01-JUL-14,30-JUN-15,Reopened,475881312,1111489082,1192596370
050070,01-JAN-14,31-DEC-14,Reopened,190390731,1360451,2519935
050071,01-JAN-14,31-DEC-14,Reopened,722226661,4996323,10292819
050072,01-JAN-14,31-DEC-14,Reopened,524596955,2324104,7497224
050073,01-JAN-14,31-DEC-14,Reopened,389089015,3032102,4538709
050075,01-JAN-14,31-DEC-14,Reopened,784634731,4843147,8074476
050076,01-JAN-14,31-DEC-14,Reopened,482309531,3682771,4709251
050077,01-OCT-13,30-SEP-14,Reopened,530539090,2028617722,623806782
050078,01-JAN-14,31-DEC-14,Reopened,135322213,576238797,190810743
050079,01-JAN-14,31-DEC-14,Settled,119984666,255215706,205721031
050082,01-JUL-14,30-JUN-15,Reopened,256358640,755136337,352648461
050084,01-JUL-14,30-JUN-15,Reopened,360306207,1533603091,735471317
050089,01-JUL-14,30-JUN-15,Reopened,193430077,684171818,220923804
050090,01-JUL-14,30-JUN-15,Settled w/Audit,53068157,86190050,135181405
050091,01-JAN-14,31-DEC-14,Settled,38767119,169710775,121382952
