Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI
2016,19107,286,585,10607,281,519,9891
2016,19109,360,654,13027,409,755,18380
2016,19111,744,1467,31735,823,1561,39978
2016,19113,6507,11943,343271,6084,11256,358753
2016,19115,306,619,11457,333,645,13552
2016,19117,278,571,11628,211,444,9182
2016,19119,211,441,10624,253,509,13534
2016,19121,695,1505,44515,513,1064,30871
2016,19123,600,1193,26615,667,1311,34230
2016,19125,1018,2068,62197,1016,1925,53981
2016,19127,1073,2147,45747,1216,2244,60063
2016,19129,555,1244,34128,540,1082,27927
2016,19131,217,414,9777,250,451,9186
2016,19133,273,552,10786,252,484,12399
2016,19135,187,392,7808,214,392,8529
2016,19137,336,664,12834,332,653,12778
2016,19139,1161,2249,53548,1338,2531,67645
2016,19141,417,812,17694,430,825,20892
2016,19143,142,300,5265,173,343,6906
2016,19145,449,869,18176,469,881,20165
2016,19147,279,533,12798,299,545,11965
2016,19149,722,1529,35447,739,1399,37768
2016,19151,187,357,6433,191,368,7152
2016,19153,16895,30522,974866,15904,29914,1014886
2016,19155,2762,5238,119987,2874,5323,132501
2016,19157,612,1216,30349,644,1204,27900
2016,19159,108,250,5954,131,275,4617
2016,19161,289,533,14255,242,456,9919
2016,19163,5194,10050,317664,5441,10605,331530
2016,19165,359,727,14742,347,643,15258
2016,19167,547,1155,26763,726,1491,35280
2016,19169,3180,5522,159636,4626,7374,233473
2016,19171,536,990,23069,599,1198,25205
2016,19173,152,311,6160,164,335,5568
2016,19175,348,686,12557,422,761,15821
2016,19177,194,369,8884,190,389,5882
2016,19179,912,1779,36945,1155,2252,52165
2016,19181,2312,4729,146840,1779,3394,97167
2016,19183,723,1381,31943,646,1282,30366
2016,19185,150,371,5238,154,301,5060
2016,19187,928,1725,37186,1118,1988,54899
2016,19189,376,693,15547,390,689,15060
2016,19191,457,827,23655,575,918,23766
2016,19193,2504,4884,105282,3037,6114,153731
2016,19195,267,502,10296,240,419,9361
2016,19197,352,796,14835,436,825,20496
2016,20001,324,635,11517,364,714,13134
2016,20003,284,587,10020,217,433,9164
2016,20005,420,927,17603,493,991,21182
2016,20007,94,192,3404,159,343,6656
2016,20009,530,1009,19647,758,1509,28526
2016,20011,354,735,12464,402,788,13247
2016,20013,259,527,9360,241,485,9003
2016,20015,2390,5370,140251,2426,5068,163652
2016,20017,74,131,2951,60,104,1997
2016,20019,80,163,3504,96,207,3183
2016,20021,568,1179,20419,550,1123,20351
2016,20023,69,145,2610,67,140,2430
2016,20025,49,108,1827,75,156,3747
2016,20027,262,576,12280,279,604,11395
2016,20029,257,477,8120,318,603,10611
2016,20031,247,513,11169,261,535,12836
2016,20033,26,57,1432,29,44,926
2016,20035,860,1842,34613,988,2048,39848
2016,20037,971,1848,35493,1283,2325,44787
2016,20039,108,210,3807,79,140,2426
2016,20041,714,1540,29676,714,1527,30778
2016,20043,187,416,7011,223,418,7715
2016,20045,4669,7960,244522,5403,9061,274392
2016,20047,82,187,3489,79,167,3181
2016,20049,69,124,2863,59,107,2061
2016,20051,778,1386,33042,1132,2010,51462
2016,20053,170,369,7104,175,331,7381
2016,20055,1054,2158,45040,1348,2860,59729
2016,20057,762,1588,29323,1193,2514,47912
2016,20059,949,2002,45772,866,1723,37178
2016,20061,3426,8401,126135,5101,13051,195894
2016,20063,57,122,1998,49,107,1389
2016,20065,42,80,1520,67,131,3864
2016,20067,134,323,4270,243,574,12487
2016,20069,158,380,6767,171,369,9593
2016,20071,20,66,783,29,57,1140
2016,20073,149,306,5313,167,341,6127
2016,20075,50,118,2029,63,156,2614
2016,20077,120,242,4159,158,348,6534
2016,20079,1130,2302,51672,1239,2450,68476
2016,20081,99,208,4345,98,241,4705
2016,20083,35,70,1398,37,65,1238
2016,20085,464,947,20850,417,818,16288
2016,20087,749,1552,37876,668,1300,32276
2016,20089,39,86,1449,47,82,1741
2016,20091,22952,42405,1622770,21419,39813,1648345
2016,20093,140,317,5374,128,289,6289
2016,20095,230,470,11766,215,435,8764
2016,20097,37,78,1595,71,139,2713
2016,20099,476,1005,17599,602,1156,23552
2016,20101,30,75,796,50,107,2018
2016,20103,4047,10182,255037,3896,9969,260333
2016,20105,59,129,2418,66,129,2313
2016,20107,371,798,24504,308,632,12754
2016,20109,68,135,3084,91,174,3853
2016,20111,791,1445,29172,1046,1878,43437
2016,20113,944,1868,43339,849,1644,42014
2016,20115,398,771,19567,333,641,12885
2016,20117,217,456,8935,260,497,9427
2016,20119,106,217,5048,120,260,5311
2016,20121,1409,3030,89713,1110,2196,62742
2016,20123,124,212,4103,176,344,7079
2016,20125,746,1601,30217,973,2042,40333
2016,20127,154,319,6890,150,307,6640
2016,20129,81,166,2318,84,218,4618
2016,20131,203,402,8505,245,466,10873
2016,20133,459,970,16200,530,1074,20156
2016,20135,42,80,1246,68,127,2782
2016,20137,138,291,5904,174,338,6774
2016,20139,601,1231,24734,555,1029,22707
2016,20141,90,193,3400,91,172,3484
2016,20143,217,422,10443,177,380,7774
2016,20145,194,425,7733,256,506,11511
2016,20147,156,289,6187,126,244,4821
2016,20149,1159,2587,67718,1105,2471,63740
2016,20151,276,544,11893,328,646,16034
2016,20153,44,85,1671,49,111,1767
2016,20155,1459,2882,64319,1787,3420,79796
2016,20157,102,211,3475,93,160,3161
2016,20159,267,562,11115,323,664,13548
2016,20161,3654,6932,163890,5350,10279,236807
2016,20163,99,186,4483,142,257,5449
2016,20165,104,219,4391,83,144,3208
2016,20167,229,472,8831,233,472,8420
2016,20169,1541,2958,64004,1912,3687,86283
2016,20171,123,270,5631,164,348,7463
2016,20173,11767,22990,605100,13624,27290,771040
2016,20175,551,1388,19049,967,2089,36805
2016,20177,4048,7612,189163,4740,8987,247921
2016,20179,54,140,2458,40,89,1658
2016,20181,178,382,6335,220,448,8509
2016,20183,64,126,2383,77,151,3642
2016,20185,94,179,3444,96,193,3243
2016,20187,33,82,1785,52,126,1708
2016,20189,127,287,5971,158,361,8271
2016,20191,782,1678,33741,807,1626,32736
2016,20193,242,479,8986,332,664,14729
2016,20195,78,145,2771,82,151,2880
2016,20197,248,547,13003,219,453,7616
2016,20199,21,55,976,27,49,1745
2016,20201,113,222,4888,124,232,4834
2016,20203,41,79,1294,43,110,2134
2016,20205,257,556,8104,246,493,9740
2016,20207,79,172,3645,81,166,1608
2016,20209,5943,11295,243395,6529,12952,291011
2016,21001,456,1001,15572,418,880,14655
2016,21003,644,1364,26748,520,1063,18903
2016,21005,875,1785,41039,753,1499,32210
2016,21007,234,521,9957,232,503,9470
2016,21009,1137,2416,41414,1142,2450,45954
2016,21011,360,851,11824,322,682,10723
2016,21013,393,868,11606,473,1041,15534
2016,21015,6188,12646,380714,5789,11775,384871
2016,21017,653,1377,26364,655,1363,22701
2016,21019,1209,2467,52947,1392,2844,68238
2016,21021,1043,2083,43402,978,1980,41664
2016,21023,191,382,6918,204,425,7695
2016,21025,111,240,3432,176,401,6093
2016,21027,600,1312,24499,469,984,18215
2016,21029,3486,6898,172703,2940,5667,138816
2016,21031,255,571,10337,237,491,7901
2016,21033,353,733,14245,350,680,15944
2016,21035,1040,1978,41946,1239,2208,45329
2016,21037,3790,6426,219096,3863,6584,241551
2016,21039,90,189,3561,126,282,4536
2016,21041,375,819,12841,342,758,12850
2016,21043,447,985,16057,512,1065,18518
2016,21045,338,735,11871,284,607,9550
2016,21047,3929,8940,126175,5091,12042,180285
2016,21049,1279,2661,60705,1234,2487,57229
2016,21051,239,526,6821,300,678,9585
2016,21053,144,318,3780,169,368,5025
2016,21055,222,450,8686,212,435,10536
2016,21057,167,378,6681,132,297,4544
2016,21059,2080,4207,101300,2078,4254,98071
2016,21061,417,863,16003,301,580,10086
2016,21063,115,247,4491,90,191,3204
2016,21065,286,619,8928,287,617,9515
2016,21067,10910,19503,814944,12667,23403,771203
2016,21069,352,766,12894,368,790,12762
2016,21071,556,1202,19092,751,1605,31473
2016,21073,1839,3416,79576,1828,3314,84420
2016,21075,204,452,5582,196,375,6369
2016,21077,313,650,12872,339,695,11876
2016,21079,706,1536,34174,580,1266,22825
2016,21081,983,2101,42230,970,2125,40066
2016,21083,830,1760,29344,818,1717,32883
2016,21085,640,1380,24454,485,995,17471
2016,21087,289,638,9711,236,493,7568
2016,21089,985,2134,43275,979,2104,43608
2016,21091,287,619,12546,278,592,13414
2016,21093,4870,11322,234364,4494,10189,224044
2016,21095,304,622,8773,382,802,12792
2016,21097,534,1137,22369,462,954,19502
2016,21099,484,1089,16990,416,842,12375
2016,21101,934,1817,37396,1147,2265,48715
2016,21103,658,1431,30724,560,1118,23462
2016,21105,94,186,3181,121,294,4411
2016,21107,940,2056,38547,1048,2206,51137
2016,21109,247,617,8531,185,400,6580
2016,21111,20436,36906,1156551,22396,42823,1355828
2016,21113,2396,5098,150912,1993,4231,119684
2016,21115,390,857,15731,459,1054,21695
2016,21117,7130,13011,368923,7184,13464,436402
2016,21119,227,499,7224,266,585,8722
2016,21121,745,1661,24054,768,1630,25181
2016,21123,548,1177,21174,502,1026,18315
2016,21125,1461,3079,55337,1379,2958,56910
2016,21127,305,696,10927,319,743,12418
2016,21129,98,232,3137,96,196,3115
2016,21131,118,295,3985,131,295,4473
2016,21133,230,476,7114,351,746,13225
2016,21135,232,513,7933,260,560,8697
2016,21137,716,1521,26933,648,1366,21595
2016,21139,339,719,15033,299,594,12081
2016,21141,757,1618,28506,602,1215,23881
2016,21143,300,592,19511,262,502,11351
2016,21145,1999,4020,102675,2032,4007,119177
2016,21147,198,443,5904,210,439,5979
2016,21149,246,522,9516,290,606,11033
2016,21151,3142,6140,153325,2961,5594,149048
2016,21153,102,255,3170,147,334,5428
2016,21155,422,848,16746,389,748,13649
2016,21157,933,1904,51113,860,1705,35244
2016,21159,116,278,4133,178,410,6246
2016,21161,497,1056,18091,494,1024,21220
2016,21163,1506,3685,74382,1393,3290,64587
2016,21165,203,434,7571,152,322,4360
2016,21167,799,1561,40431,619,1200,24434
2016,21169,298,650,9976,240,516,7321
2016,21171,181,438,5411,145,337,4638
2016,21173,882,1862,34100,811,1711,35284
2016,21175,213,452,7384,161,358,5642
2016,21177,504,1069,19211,557,1153,21773
2016,21179,1402,2776,68487,1239,2423,53557
2016,21181,185,386,5865,175,340,5366
2016,21183,528,1237,19628,531,1121,21256
2016,21185,2657,6562,262596,2406,5072,215501
2016,21187,370,787,14670,299,620,10915
2016,21189,58,137,2238,70,164,2129
2016,21191,486,970,18110,451,929,17257
2016,21193,344,745,11541,570,1174,25211
2016,21195,734,1612,33547,1170,2529,54716
2016,21197,321,728,11562,280,596,9139
2016,21199,1453,3097,58736,1194,2329,52451
2016,21201,65,128,2237,62,118,2094
2016,21203,367,777,11755,307,686,10157
2016,21205,680,1350,24450,799,1509,29591
2016,21207,367,797,14206,327,717,10141
2016,21209,2643,5523,158559,2094,4286,122669
2016,21211,1937,3942,115746,1584,3244,84828
2016,21213,781,1607,32147,658,1365,24185
2016,21215,877,1868,54492,693,1355,37997
2016,21217,650,1298,22402,650,1304,24845
2016,21219,298,649,11509,325,735,11712
2016,21221,524,1139,23795,398,822,16351
2016,21223,323,669,11782,301,608,11346
2016,21225,297,569,10034,365,725,15280
2016,21227,3956,7915,184229,3941,7265,167367
2016,21229,386,843,14474,326,625,10773
2016,21231,319,634,10256,340,757,10648
2016,21233,344,729,15744,402,857,15700
2016,21235,899,2033,33388,886,1865,30339
2016,21237,129,266,4755,94,208,3259
2016,21239,1067,2183,64784,899,1810,67614
2016,23001,3296,5649,152487,3117,5470,147216
2016,23003,1060,2041,51211,1175,2167,57010
2016,23005,11201,18139,775243,10572,17196,621687
2016,23007,925,1642,44101,933,1541,38244
2016,23009,1874,3271,124401,1502,2577,74837
2016,23011,3721,6586,173871,3381,5766,161530
2016,23013,1361,2371,88347,1170,1987,60487
2016,23015,1477,2544,101476,1129,1868,55760
2016,23017,1879,3477,87521,1520,2666,62564
2016,23019,3760,6529,176497,3918,6518,198107
2016,23021,496,927,24229,452,805,17328
2016,23023,1839,3067,111294,1536,2599,92811
2016,23025,1623,2991,62830,1389,2511,52353
2016,23027,1486,2652,79351,1204,2097,54599
2016,23029,714,1310,33718,617,1062,25038
2016,23031,8200,13830,521480,6144,10404,328536
2016,24001,1056,1930,42512,1301,2345,60112
2016,24003,24978,47965,1765360,24361,47155,1833636
2016,24005,28699,53344,1653527,31464,58335,2015195
2016,24009,3428,7431,255673,3263,6534,255883
2016,24011,1178,2284,50421,1052,2009,45337
2016,24013,5687,11383,413319,5312,9380,375119
2016,24015,3284,6211,176685,3178,6120,193143
2016,24017,7297,14653,423212,6377,12348,412277
2016,24019,932,1733,45080,998,1845,44112
2016,24021,10462,20853,728708,8642,16159,597847
2016,24023,604,1159,45345,592,1095,28162
2016,24025,9043,17804,570351,8093,15413,560058
2016,24027,15413,30491,1222192,15131,27976,1370323
2016,24029,653,1149,50282,660,1200,39801
2016,24031,35030,61395,2778610,40351,72104,3456964
2016,24033,31913,56831,1570058,36814,68424,1984538
2016,24035,2069,4006,194233,1725,3102,128006
2016,24037,3926,8200,246472,4026,8371,286251
2016,24039,673,1334,24483,647,1289,22243
2016,24041,1393,2508,128880,1351,2370,104802
2016,24043,4424,8652,210467,4400,8487,224682
2016,24045,2962,5537,130237,3130,5830,153788
2016,24047,2222,4001,162810,2050,3413,125859
2016,25001,7796,12943,815733,6382,9895,448083
2016,25003,2501,4066,165216,2626,4158,159975
2016,25005,13790,24188,828098,12389,21006,803034
2016,25007,660,985,72391,543,833,36115
2016,25009,20082,34640,1633101,20821,35315,1588577
2016,25011,2384,3751,110473,2320,3556,106226
2016,25013,7785,13538,379674,9561,16522,564253
2016,25015,5476,8706,307358,6074,9133,327879
2016,25017,54302,84337,4618148,63145,102128,5921942
2016,25019,470,687,37919,488,786,39813
2016,25021,28492,47465,2801567,30171,49859,2945107
2016,25023,15526,27662,1263696,14015,23620,1049398
2016,25025,36692,48597,3344492,47760,71786,4117558
2016,25027,19294,34016,1261812,19065,32985,1429510
2016,26001,442,831,20504,311,565,11329
2016,26003,270,514,20048,208,378,8236
2016,26005,4925,10155,284043,4209,8293,209709
2016,26007,764,1383,33971,676,1194,28524
2016,26009,1116,2127,83409,891,1586,47799
2016,26011,525,989,23132,512,911,20349
2016,26013,140,239,5097,142,259,5273
2016,26015,2493,5026,142758,1932,3581,93732
2016,26017,2622,4516,105908,2708,4679,125584
2016,26019,852,1633,53291,714,1301,31547
2016,26021,4006,7911,231853,4231,8092,227561
2016,26023,1211,2397,57400,1223,2393,47374
2016,26025,3377,6454,146983,3516,6695,183429
2016,26027,1900,4011,118241,1752,3355,80781
2016,26029,1030,1917,63632,953,1674,49390
2016,26031,980,1819,57043,855,1465,34584
2016,26033,855,1626,39058,879,1592,38448
2016,26035,1185,2352,48003,978,1882,35027
2016,26037,3511,6810,196343,3177,5730,178836
2016,26039,617,1195,28566,449,857,16472
2016,26041,775,1411,36050,727,1324,30047
2016,26043,642,1176,29585,599,1025,25563
2016,26045,5141,9463,231400,5137,9259,250161
2016,26047,1441,2609,108832,1258,2224,57756
2016,26049,9116,17045,425478,10167,18798,503727
2016,26051,960,1833,50209,763,1376,31031
2016,26053,442,789,19584,383,708,15879
2016,26055,3822,6940,264692,3411,5933,164149
2016,26057,1106,2185,43011,1132,2159,54681
2016,26059,1281,2709,58178,1262,2445,54718
2016,26061,854,1548,39359,1177,1833,43857
2016,26063,765,1399,38792,758,1302,32409
2016,26065,10345,17859,464346,11766,20516,602751
2016,26067,2031,3998,87730,1961,3865,87521
2016,26069,1009,1882,43260,877,1609,45357
2016,26071,340,660,17150,290,531,10655
2016,26073,2081,3650,78994,2638,4308,99770
2016,26075,3790,7068,203098,3508,6424,172886
2016,26077,7741,13839,429049,8651,14957,519652
2016,26079,866,1648,38995,667,1223,27050
2016,26081,17701,31450,1025189,18391,34635,1023235
2016,26083,86,144,4219,50,106,1683
2016,26085,526,1080,22719,385,773,15540
2016,26087,3020,5954,157863,2772,5201,161642
2016,26089,1166,2107,109055,869,1516,53877
2016,26091,2556,4999,124078,2443,4556,116275
2016,26093,7793,15109,603016,6547,11704,428524
2016,26095,119,229,4694,117,224,4498
2016,26097,463,780,20082,349,616,11734
2016,26099,23020,42317,1083730,23244,42702,1309676
2016,26101,874,1601,47931,715,1270,28574
2016,26103,1572,2719,76279,1816,3013,83653
2016,26105,937,1835,59575,785,1412,34755
2016,26107,1590,3083,76590,1685,2971,63919
2016,26109,582,1067,23727,591,1003,23873
2016,26111,2794,5421,194683,2999,5650,267360
2016,26113,515,1035,21245,518,1069,19324
2016,26115,4597,8813,250803,4099,7619,233242
2016,26117,2344,4820,110210,2085,4141,87127
2016,26119,411,815,18156,291,511,10033
2016,26121,4076,7704,219986,3605,6933,174215
2016,26123,1819,3748,83178,1408,2732,54885
2016,26125,40081,70619,2845162,42292,75350,3127616
2016,26127,872,1791,43812,784,1578,29517
2016,26129,749,1428,31064,645,1177,23205
2016,26131,125,225,5489,140,227,4799
2016,26133,876,1800,35359,797,1615,31141
2016,26135,252,474,11224,245,414,7759
2016,26137,1024,1964,45431,917,1713,39093
2016,26139,9656,19360,619384,8847,16673,521114
2016,26141,452,834,24210,383,676,15185
2016,26143,1130,2112,53074,920,1609,34024
2016,26145,4105,7662,183961,4704,8272,220767
2016,26147,4186,7903,216868,3997,6890,183178
2016,26149,1631,3267,70005,1636,3197,65108
2016,26151,1100,2131,46079,1088,2046,45900
2016,26153,226,400,12188,167,272,5543
2016,26155,2130,4024,89910,2143,4064,96141
2016,26157,1431,2791,55838,1537,2870,60841
2016,26159,2647,5316,136360,2406,4655,112825
2016,26161,14160,23413,984143,16526,26969,1182795
2016,26163,34891,63326,1835881,40377,75097,2305826
2016,26165,1313,2564,51544,1178,2270,46089
2016,27001,649,1191,41024,511,896,21579
2016,27003,15773,29714,838949,14410,26421,843730
2016,27005,1235,2412,75351,960,1748,44213
2016,27007,1291,2416,60761,1382,2522,58281
2016,27009,2425,4474,101586,2429,4505,105411
2016,27011,129,251,6504,117,217,6295
2016,27013,2879,5003,133810,3313,5375,150616
2016,27015,665,1290,30296,785,1367,36776
2016,27017,1139,2183,57473,996,1806,49911
2016,27019,4860,10094,427847,4173,7954,374819
2016,27021,1333,2564,86474,1072,1936,51103
2016,27023,341,640,13787,413,740,18063
2016,27025,2626,5165,149521,2279,4069,131569
2016,27027,2672,5036,118228,2859,5077,137853
2016,27029,205,419,8963,227,478,9990
2016,27031,249,418,14028,180,305,8773
2016,27033,285,583,11049,357,655,15835
2016,27035,2501,4683,146849,1980,3608,131312
2016,27037,18902,34541,1142204,17926,31986,1169785
2016,27039,827,1602,41611,716,1408,36997
2016,27041,1393,2562,83771,1174,2039,55725
2016,27043,422,813,15534,405,742,17457
2016,27045,643,1247,31184,616,1086,29107
2016,27047,807,1533,36254,794,1457,43572
2016,27049,1709,3218,97738,1665,3036,90471
2016,27051,219,459,9145,181,361,8126
2016,27053,49741,81088,3419321,52241,90543,3722721
2016,27055,573,1027,35105,600,995,30478
2016,27057,914,1863,61605,663,1195,28762
2016,27059,2099,3965,103137,1664,3073,82485
2016,27061,1110,2088,62465,987,1704,44823
2016,27063,261,504,10594,321,579,14493
2016,27065,655,1225,29290,568,980,21660
2016,27067,1166,2218,57681,1306,2553,61442
2016,27069,85,176,3861,103,188,4683
2016,27071,267,511,13187,272,502,13695
2016,27073,145,294,6275,172,282,7976
2016,27075,390,747,23140,369,699,18220
2016,27077,119,206,6131,117,201,8052
2016,27079,1308,2603,70829,1083,1999,54663
2016,27081,171,346,6988,163,322,7866
2016,27083,695,1355,31648,1008,1898,47585
2016,27085,1230,2275,59611,1244,2204,59722
2016,27087,140,282,4341,136,298,5188
2016,27089,229,414,9765,228,458,10951
2016,27091,500,964,21656,533,933,25960
2016,27093,777,1496,40796,763,1410,37172
2016,27095,1237,2396,58616,1069,2024,49235
2016,27097,1028,2041,49730,945,1745,41727
2016,27099,1152,2505,57969,1251,2364,93193
2016,27101,213,400,9788,183,327,7853
2016,27103,1678,3121,79054,1668,3029,87253
2016,27105,444,864,16520,729,1387,30563
2016,27107,226,424,9989,178,334,7651
2016,27109,5488,9685,327831,5533,10331,376359
2016,27111,1961,3762,111902,1581,2900,74294
2016,27113,417,751,15699,507,943,25596
2016,27115,1140,2147,57460,862,1483,35045
2016,27117,217,418,8711,275,537,12384
2016,27119,984,1986,40161,1105,2159,47808
2016,27121,423,781,23564,332,585,15001
2016,27123,26076,43046,1392513,28296,49492,1661202
2016,27125,110,219,4481,124,231,5527
2016,27127,451,883,20892,471,889,20674
2016,27129,467,955,17558,459,876,19635
2016,27131,2176,4190,121184,2196,3972,115185
2016,27133,274,544,11585,255,500,12076
2016,27135,249,477,11567,416,772,19720
2016,27137,4810,8405,255162,5339,8876,269818
2016,27139,6724,13195,463974,5911,11465,427303
2016,27141,5102,10255,312109,4454,8584,259642
2016,27143,577,1144,26065,499,897,21521
2016,27145,5629,10361,261595,5986,10609,298378
2016,27147,1176,2288,53968,1169,2158,54134
2016,27149,251,465,11367,344,660,16547
2016,27151,247,484,9244,254,499,10111
2016,27153,803,1602,37341,796,1492,32848
2016,27155,88,207,3589,98,170,4344
2016,27157,827,1443,42879,717,1279,34938
2016,27159,569,1205,23108,600,1107,23987
2016,27161,624,1167,25537,643,1221,29724
2016,27163,12430,24286,919304,11028,19733,802347
2016,27165,271,494,9981,280,486,12191
2016,27167,203,385,7601,224,394,10465
2016,27169,1295,2220,58828,1455,2397,70279
2016,27171,5782,11588,361814,4833,9477,306802
2016,27173,300,597,11040,333,615,14884
2016,28001,535,1059,20337,726,1540,31613
2016,28003,727,1528,28456,745,1671,31400
2016,28005,334,740,15464,281,630,13153
2016,28007,370,823,15653,358,801,13135
2016,28009,274,612,9194,240,563,8664
2016,28011,551,1093,19952,845,1790,33927
2016,28013,246,533,7989,239,557,7607
2016,28015,269,593,14945,272,613,10947
2016,28017,374,874,10854,428,893,14671
2016,28019,168,401,6049,188,434,6632
2016,28021,138,277,4352,189,400,6673
2016,28023,388,887,15553,387,871,12305
2016,28025,391,785,15156,436,882,14626
2016,28027,358,783,10274,614,1367,22029
2016,28029,580,1290,22400,604,1292,23348
2016,28031,427,936,14743,449,998,15371
2016,28033,7234,15721,340227,5707,12228,290342
2016,28035,2985,6017,119883,3520,6982,141061
2016,28037,176,370,8891,151,356,6090
2016,28039,544,1346,24170,429,992,18021
2016,28041,226,530,8693,273,635,10308
2016,28043,465,1051,17610,533,1129,20415
2016,28045,1829,3789,97034,1459,3060,65640
2016,28047,9214,19160,402214,8691,18279,364062
2016,28049,5241,10293,225352,7447,14652,385420
2016,28051,305,690,11121,400,868,13046
2016,28053,120,255,3827,192,419,5722
2016,28055,20,47,491,24,50,874
2016,28057,634,1405,25614,613,1280,22500
2016,28059,4378,9348,197758,4326,9218,198681
2016,28061,452,952,14963,394,832,13175
2016,28063,137,289,3695,146,298,4518
2016,28065,259,554,7612,305,668,10671
2016,28067,1289,2749,45914,1502,3339,56279
2016,28069,197,402,7668,194,405,7029
2016,28071,1802,3419,111790,1916,3427,92343
2016,28073,2679,5802,143476,2852,5930,136333
2016,28075,1553,3260,68784,2095,4544,112184
2016,28077,256,594,9127,297,667,10605
2016,28079,476,1063,17164,451,1034,15360
2016,28081,2376,4861,104873,2342,4941,107794
2016,28083,479,973,16584,753,1560,26582
2016,28085,645,1506,28593,660,1466,28767
2016,28087,1598,3282,70495,2011,4270,108815
2016,28089,4289,8997,366714,3997,8055,283757
2016,28091,459,1043,16446,442,1069,28412
2016,28093,1060,2266,46426,1010,2207,38234
2016,28095,771,1692,29413,729,1584,26644
2016,28097,226,506,7336,261,587,11468
2016,28099,543,1256,20014,592,1372,21057
2016,28101,424,970,16323,481,1030,18112
2016,28103,149,322,4473,204,465,5969
2016,28105,1464,2631,74943,1958,3527,87429
2016,28107,774,1729,31062,772,1676,29880
2016,28109,1445,3187,65405,1168,2494,49239
2016,28111,310,667,10684,297,687,10923
2016,28113,880,1933,35787,900,1979,36501
2016,28115,830,1892,31095,772,1684,26523
2016,28117,509,1118,17539,566,1248,18652
2016,28119,161,339,4331,183,422,5498
2016,28121,4930,9915,253883,4751,9751,272009
2016,28123,535,1312,18806,615,1361,21330
2016,28125,72,157,2153,104,239,3563
2016,28127,585,1229,20317,620,1369,22896
2016,28129,363,870,13986,365,844,14036
2016,28131,495,1069,19613,450,984,18466
2016,28133,387,816,10422,607,1326,19901
2016,28135,203,404,6862,311,668,11842
2016,28137,864,1949,36932,804,1758,34069
2016,28139,397,910,14607,448,963,15228
2016,28141,490,1122,19714,402,897,15825
2016,28143,301,621,7985,409,907,11832
2016,28145,774,1742,31799,719,1570,25725
2016,28147,326,734,13902,300,706,10561
2016,28149,923,1915,41105,1150,2434,60213
2016,28151,706,1507,21757,1124,2389,36843
2016,28153,403,842,14077,386,858,12412
2016,28155,221,547,9340,221,500,7978
2016,28157,142,329,4501,176,370,6253
2016,28159,340,733,13407,306,664,12733
2016,28161,367,794,12815,313,703,11508
2016,28163,393,846,15584,478,1054,16644
2016,29001,728,1461,27546,841,1629,33262
2016,29003,751,1610,40781,691,1336,37391
2016,29005,122,209,4191,112,204,5432
2016,29007,643,1233,22256,713,1401,27734
2016,29009,1268,2832,51066,1073,2217,40403
2016,29011,336,735,11141,298,600,10607
2016,29013,529,1127,21827,503,1000,19839
2016,29015,817,1623,39552,565,1081,18564
2016,29017,335,737,12583,195,375,5950
2016,29019,5792,10468,295341,7270,12213,359448
2016,29021,2228,4474,101487,2736,5297,126740
2016,29023,1012,2118,37313,1092,2313,42527
2016,29025,367,770,15037,296,547,10892
2016,29027,1623,3254,67381,1504,2938,63008
2016,29029,2238,4302,161225,1741,3296,86237
2016,29031,2135,4242,103716,2531,4675,118948
2016,29033,169,348,6383,216,428,8708
2016,29035,140,334,4969,119,260,3307
2016,29037,4452,9223,337286,3785,7680,215722
2016,29039,518,1126,20270,405,909,13115
2016,29041,127,267,5538,168,304,6184
2016,29043,4386,9442,228290,3675,7719,185683
2016,29045,143,291,5216,143,256,4418
2016,29047,11909,22159,656381,10158,19215,588319
2016,29049,1019,2126,51182,1009,2023,47914
2016,29051,2537,4756,113048,2704,5206,126504
2016,29053,559,1070,23056,587,1121,23561
2016,29055,772,1552,28717,767,1572,28358
2016,29057,238,502,8629,202,414,6058
2016,29059,622,1374,25086,501,1083,16860
2016,29061,319,705,14114,271,569,9759
2016,29063,420,878,16475,380,787,16204
2016,29065,450,905,18549,335,660,14278
2016,29067,389,891,13310,236,486,7744
2016,29069,571,1328,17176,820,1720,25557
2016,29071,3093,6078,164037,2765,5338,144316
2016,29073,469,897,18246,468,899,17908
2016,29075,163,334,6216,159,330,5694
2016,29077,9796,18554,439909,10662,20194,496030
2016,29079,220,418,7470,312,679,13252
2016,29081,172,385,5433,207,442,5691
2016,29083,778,1628,29508,666,1329,24578
2016,29085,352,727,13134,195,406,6501
2016,29087,106,208,4642,122,237,4639
2016,29089,310,604,13366,258,487,9620
2016,29091,946,2063,35219,973,2021,37625
2016,29093,308,658,10485,215,417,6464
2016,29095,24418,42717,1339191,24421,43805,1464155
2016,29097,3571,7171,153589,3697,7582,165373
2016,29099,7140,13660,357922,6751,13046,357560
2016,29101,2485,5161,113838,2923,6103,129768
2016,29103,80,175,2375,83,174,3472
2016,29105,946,2004,36408,945,1993,39150
2016,29107,1110,2289,49577,1117,2156,46172
2016,29109,1316,2924,47977,1301,2853,48938
2016,29111,245,476,8320,336,640,11383
2016,29113,2384,4844,119553,1794,3599,82356
2016,29115,321,676,10708,316,641,11708
2016,29117,386,789,14999,407,789,15153
2016,29119,782,1793,28249,812,1769,25910
2016,29121,462,950,18579,395,786,15089
