Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI
2018,54067,328,636,14181,358,669,14122
2018,54069,952,1686,47822,1039,1841,70405
2018,54071,112,211,4557,95,158,4001
2018,54073,85,159,3609,102,186,5584
2018,54075,97,178,4736,156,241,6067
2018,54077,476,895,26394,479,914,23544
2018,54079,1348,2604,71788,1356,2664,82207
2018,54081,1001,1923,44997,1157,2229,53428
2018,54083,409,711,16189,458,826,20498
2018,54085,111,202,4101,160,313,6525
2018,54087,175,362,8259,232,484,13096
2018,54089,160,309,5496,175,374,8364
2018,54091,350,681,16168,302,598,15824
2018,54093,103,185,4140,123,226,5152
2018,54095,125,248,5358,183,380,7264
2018,54097,372,722,15247,367,716,15170
2018,54099,638,1227,26794,768,1450,31756
2018,54101,83,153,2570,118,234,4644
2018,54103,213,416,9071,247,492,11537
2018,54105,85,179,4487,85,144,3032
2018,54107,1178,2127,58492,1472,2674,77660
2018,54109,149,317,5697,224,415,8204
2018,55001,758,1343,43017,618,1065,31009
2018,55003,339,615,15892,408,677,22634
2018,55005,1045,1851,55148,1063,1844,49148
2018,55007,417,723,33838,351,603,24821
2018,55009,5156,8795,316096,5262,9086,316922
2018,55011,364,609,16428,349,613,19220
2018,55013,488,865,35118,419,697,19708
2018,55015,1594,2967,96330,1540,2897,101397
2018,55017,1719,3034,87681,1576,2779,75558
2018,55019,581,1050,23934,713,1368,29105
2018,55021,1856,3160,103745,1851,3093,131527
2018,55023,274,491,11853,367,632,18259
2018,55025,12926,19958,848533,13594,20951,899673
2018,55027,2277,3970,130678,2302,3957,121000
2018,55029,776,1315,60984,685,1101,43110
2018,55031,1018,1636,51426,967,1560,45312
2018,55033,1213,2065,55277,1162,1890,55954
2018,55035,2744,4638,143677,2959,4784,147242
2018,55037,124,219,7222,114,198,6139
2018,55039,2199,3784,109705,2218,3706,116482
2018,55041,180,325,13062,164,289,8281
2018,55043,988,1710,40920,1012,1631,41396
2018,55045,819,1415,47075,844,1411,44698
2018,55047,544,1000,31570,546,946,25415
2018,55049,577,1000,30398,631,1113,31886
2018,55051,143,234,6577,147,237,7187
2018,55053,467,853,19760,496,895,20050
2018,55055,2334,4160,124306,2296,4004,122652
2018,55057,757,1386,33925,715,1283,26284
2018,55059,4124,7133,228998,4166,7173,234723
2018,55061,439,810,22499,438,726,21444
2018,55063,2581,4132,132806,2634,4195,142364
2018,55065,335,594,14781,372,669,16620
2018,55067,352,655,16696,414,722,17803
2018,55069,574,967,30835,630,1038,33107
2018,55071,1388,2475,72096,1396,2322,88498
2018,55073,2585,4539,138093,2556,4364,146808
2018,55075,966,1678,48345,956,1654,45185
2018,55077,496,882,29032,477,833,19182
2018,55078,81,165,3312,95,208,2711
2018,55079,16452,25691,931124,19083,32468,1250039
2018,55081,1132,2247,49745,1192,2296,56182
2018,55083,975,1827,57924,858,1487,44001
2018,55085,1133,2027,80439,1022,1713,69435
2018,55087,5328,9436,292740,5255,9081,340240
2018,55089,2495,4428,227264,2437,4089,266568
2018,55091,170,328,10120,174,362,8970
2018,55093,1127,1973,66331,1231,2009,62525
2018,55095,1207,2090,68148,1047,1806,49164
2018,55097,1572,2469,73719,1801,2825,88897
2018,55099,266,466,13558,276,469,11743
2018,55101,4064,7204,226967,4334,7695,252024
2018,55103,322,576,13940,378,663,17979
2018,55105,3312,5751,174964,3277,5663,169380
2018,55107,302,524,15445,310,545,15504
2018,55109,2722,4877,188723,2390,4050,158903
2018,55111,1768,3070,96679,1820,2990,88586
2018,55113,445,824,33314,413,708,22696
2018,55115,931,1649,43635,937,1674,44861
2018,55117,1973,3305,109818,2024,3435,115581
2018,55119,348,603,14048,352,566,14184
2018,55121,683,1346,35021,748,1338,36736
2018,55123,587,1050,31928,644,1156,30152
2018,55125,822,1416,65758,596,1020,36478
2018,55127,2936,5144,221512,2866,4752,169776
2018,55129,512,944,31882,449,787,21967
2018,55131,3463,6027,226756,3324,5546,210961
2018,55133,10551,18658,838505,10166,16614,791114
2018,55135,1264,2290,67555,1237,2071,57894
2018,55137,695,1334,35376,635,1134,26424
2018,55139,4587,7600,244049,4600,7734,267350
2018,55141,1592,2845,74474,1682,2879,87348
2018,56001,1244,2040,87840,1571,2485,72310
2018,56003,281,587,13342,256,495,10474
2018,56005,1054,2072,55610,1123,2218,91580
2018,56007,411,743,22376,474,937,33179
2018,56009,429,863,26042,365,723,21277
2018,56011,198,383,20188,187,345,10487
2018,56013,727,1348,47873,776,1458,39463
2018,56015,312,607,14986,301,583,14330
2018,56017,94,194,5507,120,223,4862
2018,56019,285,521,17483,235,417,12392
2018,56021,3171,6143,188149,2999,5861,191893
2018,56023,585,1254,56579,489,963,30733
2018,56025,1946,3805,124810,1639,3086,97116
2018,56029,896,1667,62556,878,1587,46829
2018,56031,217,423,10695,244,456,12237
2018,56033,885,1588,69628,753,1346,40709
2018,56035,254,497,16336,227,459,15256
2018,56037,844,1795,47489,1066,2209,69282
2018,56039,1124,1643,298324,1117,1652,128605
2018,56041,472,1009,27945,496,1121,43898
2018,56043,168,315,9175,158,316,8653
2018,56045,179,345,10650,155,316,9239
2013,01001,1812,4342,81316,1862,4352,85052
2013,01003,5902,12068,329067,4197,8113,198584
2013,01005,470,1088,12390,544,1197,17663
2013,01007,438,1023,20859,399,888,13542
2013,01009,1114,2490,41733,1086,2411,39470
2013,01011,177,382,4392,191,421,5024
2013,01013,299,691,9966,344,753,13247
2013,01015,2003,4238,73225,2284,4602,85960
2013,01017,802,1825,21634,887,1941,28567
2013,01019,443,994,17353,415,872,12987
2013,01021,856,2056,27642,855,1872,26361
2013,01023,165,391,6335,211,454,7172
2013,01025,416,928,14656,465,1047,17592
2013,01027,241,545,8300,244,512,7624
2013,01029,301,750,10677,328,764,10782
2013,01031,1784,4076,73173,1879,3994,78630
2013,01033,1198,2471,43803,1199,2486,43821
2013,01035,234,508,7595,256,572,7102
2013,01037,274,657,11158,289,655,8186
2013,01039,606,1285,20536,610,1313,23177
2013,01041,301,670,9499,273,602,8086
2013,01043,1392,3073,56258,1227,2628,48418
2013,01045,2012,4753,72935,2142,5060,87867
2013,01047,598,1326,17180,762,1620,21513
2013,01049,1133,2594,35561,1171,2711,36052
2013,01051,2268,5014,99813,2132,4641,98691
2013,01053,632,1372,21676,585,1279,21394
2013,01055,1586,3360,58555,1635,3411,61246
2013,01057,304,687,10563,305,651,10329
2013,01059,643,1622,19077,687,1712,21181
2013,01061,599,1338,18255,592,1264,15236
2013,01063,129,277,2787,177,410,5661
2013,01065,276,609,9468,347,758,11799
2013,01067,416,934,15978,445,956,13832
2013,01069,2640,5605,102802,2585,5665,101600
2013,01071,799,1706,29996,905,1914,29832
2013,01073,12139,23515,601579,13359,26047,635813
2013,01075,205,461,7558,196,442,6210
2013,01077,1694,3420,73198,1731,3463,68056
2013,01079,557,1254,19374,577,1296,20990
2013,01081,4491,9478,217888,4546,9405,181098
2013,01083,2166,4810,117624,1836,3951,91683
2013,01085,243,512,7772,341,762,9411
2013,01087,394,781,10817,520,1045,13817
2013,01089,7578,15365,388563,7485,15194,458792
2013,01091,365,820,12935,383,833,12713
2013,01093,560,1234,18292,524,1119,17115
2013,01095,1844,4083,70826,1940,4454,65347
2013,01097,5441,10618,224253,6222,12459,271886
2013,01099,299,685,10726,373,772,14852
2013,01101,4987,10583,214707,5750,12068,257491
2013,01103,2223,5152,83815,2390,5250,94946
2013,01105,164,354,4034,214,517,6249
2013,01107,252,577,9166,336,763,10582
2013,01109,651,1353,21525,824,1650,27317
2013,01111,430,1048,16161,440,1053,14287
2013,01113,2974,6726,93605,2931,6535,101896
2013,01115,2151,4443,90741,2028,4338,88645
2013,01117,6290,12734,363888,6025,12017,341856
2013,01119,211,473,6778,258,504,7876
2013,01121,1584,3345,63304,1579,3346,61729
2013,01123,945,2117,50376,1167,3073,39240
2013,01125,3538,6845,142147,3778,7249,144996
2013,01127,896,1973,33256,989,2088,35881
2013,01129,286,660,11385,307,654,10863
2013,01131,173,382,5439,238,546,6929
2013,01133,454,1007,18013,481,1043,16578
2013,04001,1986,5039,65705,2030,4948,67212
2013,04003,3453,7493,148144,4099,9107,179984
2013,04005,4204,7600,189041,4641,8497,191250
2013,04007,1302,2536,65762,1230,2397,52051
2013,04009,657,1525,27152,683,1622,31283
2013,04011,295,671,14140,240,519,14493
2013,04012,492,951,18639,496,962,17813
2013,04013,73124,142604,4356723,63500,124607,3564260
2013,04015,5484,10558,247013,4802,9440,176470
2013,04017,2602,5884,101762,2595,5883,99890
2013,04019,17363,32999,935494,17838,33721,879082
2013,04021,13034,28351,619577,10238,22516,476145
2013,04023,779,1765,32088,1016,2301,35757
2013,04025,7120,13076,401111,5475,9858,227089
2013,04027,3799,8278,143712,4557,9823,178489
2013,05001,300,606,9369,406,822,12426
2013,05003,265,586,9179,337,698,13214
2013,05005,978,1909,41807,880,1775,30986
2013,05007,7792,16714,429223,7151,15246,368940
2013,05009,767,1665,26284,805,1671,28013
2013,05011,173,378,4682,169,337,5555
2013,05013,94,201,3430,88,172,2988
2013,05015,689,1383,26905,684,1431,22514
2013,05017,205,439,6831,252,559,8271
2013,05019,461,876,16791,546,1023,17156
2013,05021,291,620,7798,306,613,8650
2013,05023,675,1465,31187,667,1447,25578
2013,05025,165,340,5210,150,369,5232
2013,05027,350,717,12731,512,1057,21427
2013,05029,378,829,12213,465,1003,16905
2013,05031,2327,4820,82780,2380,4965,88189
2013,05033,1317,2938,45091,1424,3042,50715
2013,05035,1054,2217,33131,1209,2618,41531
2013,05037,364,824,12748,408,891,12930
2013,05039,115,248,4457,198,431,6889
2013,05041,211,459,6399,295,657,9170
2013,05043,375,759,12671,387,846,12594
2013,05045,3023,5997,115412,3209,6219,134819
2013,05047,371,796,12746,358,751,10800
2013,05049,261,599,8439,293,652,8106
2013,05051,2393,4846,106385,2278,4427,86837
2013,05053,398,870,15063,357,780,13924
2013,05055,951,2174,31034,869,1823,26977
2013,05057,397,869,12361,480,1064,14926
2013,05059,760,1604,25188,764,1597,26753
2013,05061,258,594,7825,307,684,9462
2013,05063,689,1610,23375,723,1632,25945
2013,05065,280,625,10725,291,608,8652
2013,05067,277,545,7509,354,780,11249
2013,05069,1200,2452,33926,1584,3065,56653
2013,05071,469,981,14070,496,1069,15685
2013,05073,122,252,3826,162,336,4546
2013,05075,327,725,9309,384,836,11045
2013,05077,161,344,3874,204,440,5056
2013,05079,225,504,7216,216,486,6867
2013,05081,252,552,8708,278,583,8569
2013,05083,398,899,12826,434,905,13029
2013,05085,2289,5135,89591,2210,4856,128265
2013,05087,349,790,13064,408,907,14639
2013,05089,447,873,15572,424,865,12718
2013,05091,1310,2763,41925,1348,2869,43571
2013,05093,678,1513,27985,928,2017,33937
2013,05095,173,352,4619,188,406,7224
2013,05097,169,371,5878,172,370,4835
2013,05099,176,396,6081,192,410,6015
2013,05101,112,257,3758,187,389,4929
2013,05103,454,962,14147,486,1022,18219
2013,05105,239,512,8861,230,458,7501
2013,05107,282,629,7991,406,901,11083
2013,05109,222,527,7189,242,541,7824
2013,05111,524,1095,15086,544,1210,15359
2013,05113,351,782,12574,365,767,12851
2013,05115,1271,2666,43653,1383,2723,50706
2013,05117,147,310,4455,137,315,4130
2013,05119,9542,17884,440703,10175,20067,466666
2013,05121,297,673,8875,350,742,10418
2013,05123,412,911,10358,577,1277,15476
2013,05125,3365,6926,161041,2867,5749,123296
2013,05127,187,442,5193,238,511,7163
2013,05129,135,312,6825,172,402,4544
2013,05131,2887,5980,107462,3055,6370,112350
2013,05133,277,590,8505,314,684,8915
2013,05135,464,1029,14438,486,1029,15681
2013,05137,258,545,9565,214,479,6736
2013,05139,668,1475,27620,779,1651,34694
2013,05141,355,767,14089,390,807,15139
2013,05143,5933,11663,260142,5560,10844,255031
2013,05145,1655,3713,60015,1836,3949,68386
2013,05147,105,230,2816,151,331,4341
2013,05149,470,1080,14812,519,1145,15897
2013,06001,42128,72360,3078427,39393,71551,2912909
2013,06003,-1,-1,-1,-1,-1,-1
2013,06005,894,1605,46854,759,1344,35283
2013,06007,3991,7147,158282,3988,7017,150560
2013,06009,1206,2292,70726,1133,2109,58715
2013,06011,312,760,12748,407,886,15326
2013,06013,25993,50259,2257942,23688,43324,2066968
2013,06015,497,989,17862,539,1038,20386
2013,06017,5231,9897,384089,4760,8318,263911
2013,06019,11491,25009,449843,11697,24837,503243
2013,06021,518,1091,16983,545,1099,21110
2013,06023,2525,4217,87708,2588,4217,-127418
2013,06025,2404,5791,72719,2648,6154,113434
2013,06027,456,785,21774,452,821,20773
2013,06029,10768,24278,453005,11516,25439,529266
2013,06031,3100,6946,110402,3186,7439,132825
2013,06033,1396,2655,53552,1172,2185,47285
2013,06035,501,977,20206,600,1164,26734
2013,06037,114753,196355,6748257,133611,250027,8142834
2013,06039,2401,5561,106474,2621,5936,103728
2013,06041,6677,11551,924041,6552,10617,707620
2013,06043,493,919,23370,473,826,19746
2013,06045,1591,2823,70035,1507,2744,67168
2013,06047,3819,9139,130069,4173,9499,156633
2013,06049,164,358,6917,195,382,6366
2013,06051,532,904,24234,547,967,25073
2013,06053,8056,17357,455036,9267,19766,466867
2013,06055,3318,6029,240656,3240,5838,197588
2013,06057,2952,5008,157788,2986,5290,182066
2013,06059,54970,101935,3724882,58348,109742,3897270
2013,06061,11049,21339,724767,10317,18964,595799
2013,06063,446,818,23407,501,907,22451
2013,06065,48289,104182,2500737,44560,93480,2136207
2013,06067,28797,53283,1372098,26864,50318,1389924
2013,06069,1392,3091,74620,1275,2701,64383
2013,06071,42335,91906,1731065,43668,93328,1966678
2013,06073,64220,115674,3667671,64326,122818,3682678
2013,06075,32291,42094,3402212,31822,47894,3946504
2013,06077,12408,27485,595224,11517,23807,531020
2013,06079,6191,11035,392349,5784,9873,285352
2013,06081,20829,35382,2483623,20888,37378,2514298
2013,06083,7906,14434,529417,8391,14845,431177
2013,06085,34887,62344,4156540,38868,73925,7439558
2013,06087,6053,10677,404468,5879,10552,396321
2013,06089,3534,6693,145625,3490,6585,168576
2013,06091,70,135,3424,63,111,3022
2013,06093,978,1811,39966,809,1489,30677
2013,06095,11194,21897,550792,10331,20423,526341
2013,06097,9514,15868,609383,8154,13809,484019
2013,06099,8317,18712,334449,8126,16875,353695
2013,06101,2192,4731,78405,2297,4919,93099
2013,06103,1350,2807,52774,1272,2604,49170
2013,06105,263,452,8825,246,425,9606
2013,06107,4887,11346,183412,5729,13032,234244
2013,06109,1190,2162,61862,1132,1991,48903
2013,06111,14939,28979,985437,15439,30112,1061366
2013,06113,5630,10384,290357,5567,9796,272461
2013,06115,2338,5255,89249,2480,5569,97314
2013,08001,19334,39429,856897,17466,36256,838773
2013,08003,465,940,15382,542,1061,17822
2013,08005,28156,52357,1533117,26384,49798,1581203
2013,08007,409,759,34403,370,669,29039
2013,08009,30,55,970,41,92,1488
2013,08011,74,163,2345,78,158,2145
2013,08013,11157,18596,714850,11448,18761,718310
2013,08014,4203,7671,283952,3526,6491,233147
2013,08015,630,1064,32809,523,926,39752
2013,08017,28,45,1055,28,60,979
2013,08019,466,799,26361,424,709,24378
2013,08021,120,271,3864,129,271,4967
2013,08023,72,136,2474,52,119,1484
2013,08025,54,117,1451,59,120,1968
2013,08027,162,329,37523,118,244,6696
2013,08029,740,1461,32455,749,1575,31499
2013,08031,38064,60525,2065890,32914,57200,1819438
2013,08033,22,38,1268,26,66,965
2013,08035,13043,26747,1142927,11035,21814,914152
2013,08037,1990,3207,125790,2147,3566,157430
2013,08039,1014,2170,76425,860,1768,58590
2013,08041,23372,49886,1076111,21964,46634,1047299
2013,08043,1137,2177,61279,955,1785,35046
2013,08045,1778,3427,122235,1667,3292,84766
2013,08047,337,560,17924,255,441,13716
2013,08049,666,1114,30729,632,1050,31313
2013,08051,647,1025,31392,578,952,22603
2013,08053,-1,-1,-1,-1,-1,-1
2013,08055,180,360,8117,192,375,7055
2013,08057,29,50,906,27,56,1233
2013,08059,23111,39765,1308836,21237,37249,1192014
2013,08061,-1,-1,-1,-1,-1,-1
2013,08063,147,342,5792,184,400,8309
2013,08065,299,512,11193,289,509,11346
2013,08067,1809,3097,102720,1681,2862,86312
2013,08069,11483,20329,639429,9717,16506,489632
2013,08071,352,702,13134,349,710,16890
2013,08073,134,262,4448,83,169,2971
2013,08075,445,886,16153,433,867,16984
2013,08077,3423,6562,152413,3450,6804,180720
2013,08079,-1,-1,-1,-1,-1,-1
2013,08081,331,709,14782,385,820,20137
2013,08083,743,1409,31979,662,1340,26368
2013,08085,1048,1965,53168,970,1988,40557
2013,08087,615,1321,30171,719,1531,29077
2013,08089,337,739,10861,359,739,13791
2013,08091,182,329,8623,171,288,11259
2013,08093,747,1370,50889,643,1204,40427
2013,08095,82,160,2390,86,188,3404
2013,08097,842,1310,35603,779,1203,82627
2013,08099,194,427,5831,286,632,14711
2013,08101,3076,6214,128729,2963,5783,122074
2013,08103,164,340,5910,199,426,10087
2013,08105,275,567,11729,413,888,15329
2013,08107,970,1508,55720,921,1565,46501
2013,08109,146,265,4353,113,233,3339
2013,08111,-1,-1,-1,-1,-1,-1
2013,08113,361,562,47378,270,467,13518
2013,08115,58,111,1843,59,132,2076
2013,08117,1652,2363,95824,1549,2332,81376
2013,08119,1015,1992,52101,963,1920,48686
2013,08121,91,186,3308,80,147,3239
2013,08123,9674,20306,517887,7980,16120,429803
2013,08125,199,431,7945,261,551,10055
2013,09001,16072,28915,2114810,18478,32565,2349310
2013,09003,14082,23991,834535,17190,29078,1193792
2013,09005,3823,6438,259390,4095,6817,245100
2013,09007,4205,6712,260307,4514,7408,303320
2013,09009,13693,23153,734074,16582,28077,1023199
2013,09011,5696,9918,344154,6689,11617,402555
2013,09013,3705,6034,193163,4017,6487,232133
2013,09015,2152,3571,91023,2525,4341,109003
2013,10001,4232,8252,177527,4010,7940,163712
2013,10003,9338,16891,540827,10157,18619,730717
2013,10005,5637,10485,421131,3957,7380,180462
2013,12001,7189,12700,312301,7983,13756,351581
2013,12003,502,1074,16944,497,1038,17896
2013,12005,6056,12028,289256,5137,9915,224353
2013,12007,612,1319,21300,553,1186,17068
2013,12009,15131,28653,849968,11827,20990,551219
2013,12011,50182,88863,2945745,49456,87287,2431504
2013,12013,268,564,8019,282,628,8228
2013,12015,6846,12293,405165,5453,9722,232514
2013,12017,4322,8092,200800,3327,6050,129086
2013,12019,7597,16038,378440,6775,13777,327858
2013,12021,11691,22250,2051334,9116,16438,669013
2013,12023,1747,3516,59613,1612,3250,54571
2013,12027,795,1681,26413,671,1441,22085
2013,12029,331,699,10376,293,674,9395
2013,12031,25843,47567,1243503,24272,46890,1253709
2013,12033,9483,17562,449565,9839,18334,398994
2013,12035,4181,8014,255820,3102,5781,121579
2013,12037,249,473,28908,240,436,11592
2013,12039,1032,2081,34624,1131,2330,33801
2013,12041,523,1160,17473,508,1064,15883
2013,12043,411,827,17071,362,732,13756
2013,12045,389,749,20288,385,747,16694
2013,12047,291,671,10012,295,628,8740
2013,12049,488,1154,14171,563,1410,16594
2013,12051,1065,2413,35368,1132,2662,35325
2013,12053,5458,10757,219078,4460,8313,161400
2013,12055,2643,5033,104013,2308,4372,79069
2013,12057,37509,71270,1969229,35255,65609,1722712
2013,12059,422,936,12159,412,883,10861
2013,12061,5190,9611,518039,3738,6580,199504
2013,12063,887,1840,34232,929,1924,29241
2013,12065,347,674,16984,353,710,12113
2013,12067,115,246,4026,112,248,3341
2013,12069,12470,23970,595449,9432,17712,379753
2013,12071,21933,40405,1809634,16436,29791,996121
2013,12073,7285,12713,301743,8393,14028,328299
2013,12075,1244,2664,48168,1223,2497,38864
2013,12077,148,305,4276,162,353,5085
2013,12079,295,615,10555,313,649,8220
2013,12081,12512,23417,846621,9574,17786,453455
2013,12083,9552,17993,412570,7999,14900,311705
2013,12085,5638,10300,480742,4728,8364,370496
2013,12086,40330,69524,2794227,52132,93489,2304451
2013,12087,3765,6330,397996,3590,6156,207894
2013,12089,2729,5539,196745,2148,4208,116258
2013,12091,8764,17447,514247,8298,16806,389498
2013,12093,883,1806,32374,911,1874,33463
2013,12095,42310,78183,1881515,41144,74349,1697748
