Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI,Total Population (ACS1),Labor Force (ACS1),Unemployed (ACS1),Median Income (ACS1),Total Population (ACS5),Labor Force (ACS5),Unemployed (ACS5),Median Income (ACS5),Total Population (ACSSE),Labor Force (ACSSE),Unemployed (ACSSE),Median Income (ACSSE),FarP,RucaRural,RucaSuburban,RucaUrban,CdcRurality
2018,36013,1465,2557,68440,1792,2942,84752,127939.0,105623.0,3054.0,45479.0,129656.0,106146.0,4126.0,45332.0,127939.0,105623.0,3054.0,45479.0,0.0,16.0,20.0,0.0,5.0
2019,36013,1625,2972,87128,1753,3026,83879,126903.0,104674.0,2739.0,50272.0,128496.0,105397.0,3615.0,46820.0,126903.0,104674.0,2739.0,50272.0,0.0,16.0,20.0,0.0,5.0
2020,36013,1622,2720,87562,1843,3085,94119,,,,,127584.0,104675.0,3241.0,48315.0,,,,,0.0,16.0,20.0,0.0,5.0
2011,36015,1654,3073,69410,1761,3149,81084,88840.0,73171.0,2346.0,50120.0,88731.0,71202.0,2872.0,46589.0,,,,,0.0,0.0,3.0,19.0,4.0
2012,36015,1541,2847,70398,1944,3617,89673,88911.0,71450.0,2669.0,45974.0,88779.0,71519.0,3051.0,48128.0,,,,,0.0,0.0,3.0,19.0,4.0
2013,36015,1475,2723,63091,1702,3084,83603,88506.0,71853.0,2830.0,45237.0,88876.0,71554.0,3044.0,48804.0,,,,,0.0,0.0,3.0,19.0,4.0
2014,36015,1122,1931,47811,1225,2080,64109,87770.0,70087.0,1506.0,50232.0,88681.0,71337.0,2537.0,49685.0,87770.0,70087.0,1506.0,50232.0,0.0,0.0,3.0,19.0,4.0
2015,36015,1470,2588,68059,1765,3208,89658,87071.0,70856.0,1886.0,53119.0,88267.0,71067.0,2198.0,50320.0,87071.0,70856.0,1886.0,53119.0,0.0,0.0,3.0,19.0,4.0
2016,36015,1857,3397,93643,2262,4121,125109,86322.0,70364.0,2139.0,51269.0,87742.0,70648.0,2244.0,49578.0,86322.0,70364.0,2139.0,51269.0,0.0,0.0,3.0,19.0,4.0
2017,36015,1536,2729,72355,1718,3063,94187,85557.0,69136.0,2395.0,51194.0,86883.0,70073.0,2131.0,51251.0,85557.0,69136.0,2395.0,51194.0,0.0,0.0,3.0,19.0,4.0
2018,36015,1549,2723,80294,1631,2933,94028,84254.0,68809.0,1726.0,53005.0,85740.0,69181.0,1981.0,53299.0,84254.0,68809.0,1726.0,53005.0,0.0,0.0,3.0,19.0,4.0
2019,36015,1520,2705,71955,1797,3219,101628,83456.0,68229.0,2773.0,60782.0,84895.0,68786.0,2220.0,54940.0,83456.0,68229.0,2773.0,60782.0,0.0,0.0,3.0,19.0,4.0
2020,36015,1633,2728,79651,1862,3222,110937,,,,,84115.0,68311.0,2330.0,54883.0,,,,,0.0,0.0,3.0,19.0,4.0
2011,36017,1219,2252,43393,1328,2552,48800,,,,,50788.0,40552.0,2156.0,44662.0,,,,,0.0,9.0,3.0,0.0,6.0
2012,36017,1017,1818,40070,1192,2118,43003,,,,,50490.0,40601.0,2103.0,44127.0,,,,,0.0,9.0,3.0,0.0,6.0
2013,36017,930,1748,35763,1048,1830,37746,,,,,50121.0,40507.0,2190.0,43941.0,,,,,0.0,9.0,3.0,0.0,6.0
2014,36017,699,1247,23404,874,1483,32566,,,,,49868.0,40460.0,2013.0,44427.0,49426.0,40774.0,1296.0,47263.0,0.0,9.0,3.0,0.0,6.0
2015,36017,910,1630,33491,1055,1865,41584,,,,,49549.0,40359.0,1645.0,45668.0,48844.0,40093.0,1352.0,50586.0,0.0,9.0,3.0,0.0,6.0
2016,36017,1204,2178,48474,1365,2391,57555,,,,,49286.0,40154.0,1592.0,46979.0,48579.0,39774.0,1538.0,44772.0,0.0,9.0,3.0,0.0,6.0
2017,36017,977,1746,39675,1060,1805,46045,,,,,48763.0,39777.0,1555.0,48567.0,47863.0,39137.0,1446.0,48634.0,0.0,9.0,3.0,0.0,6.0
2018,36017,923,1672,38471,1086,1794,48463,,,,,48348.0,39486.0,1327.0,50595.0,47536.0,38828.0,833.0,51595.0,0.0,9.0,3.0,0.0,6.0
2019,36017,944,1706,43785,1081,1920,48061,,,,,47909.0,39152.0,1370.0,52002.0,47207.0,38590.0,1588.0,52058.0,0.0,9.0,3.0,0.0,6.0
2020,36017,1029,1842,51876,1153,1988,54677,,,,,47527.0,38833.0,1508.0,51756.0,,,,,0.0,9.0,3.0,0.0,6.0
2011,36019,1097,1868,40451,1365,2305,57070,81945.0,68508.0,3067.0,50872.0,82265.0,68271.0,3150.0,49260.0,,,,,15.384615384615383,9.0,10.0,0.0,5.0
2012,36019,1107,1909,46948,1306,2130,58377,81654.0,68788.0,2734.0,52161.0,82054.0,68351.0,3155.0,50522.0,,,,,15.384615384615383,9.0,10.0,0.0,5.0
2013,36019,985,1672,39286,1228,2090,53168,81591.0,68479.0,3418.0,43892.0,81865.0,68376.0,3150.0,50282.0,,,,,15.384615384615383,9.0,10.0,0.0,5.0
2014,36019,794,1270,29251,886,1366,40550,81632.0,69007.0,1768.0,53575.0,81829.0,68580.0,2812.0,50985.0,81632.0,69007.0,1768.0,53575.0,15.384615384615383,9.0,10.0,0.0,5.0
2015,36019,1000,1691,43143,1215,1952,57365,81251.0,68306.0,2556.0,45377.0,81685.0,68491.0,2615.0,49930.0,81251.0,68306.0,2556.0,45377.0,15.384615384615383,9.0,10.0,0.0,5.0
2016,36019,1413,2446,73616,1542,2533,73532,81073.0,68877.0,2011.0,55316.0,81505.0,68435.0,2531.0,50502.0,81073.0,68877.0,2011.0,55316.0,15.384615384615383,9.0,10.0,0.0,5.0
2017,36019,1181,1969,56075,1151,1866,60913,80980.0,68057.0,1486.0,58234.0,81224.0,68228.0,2213.0,52759.0,80980.0,68057.0,1486.0,58234.0,15.384615384615383,9.0,10.0,0.0,5.0
2018,36019,1022,1677,50695,1181,1900,58282,80695.0,67958.0,1378.0,56704.0,80794.0,67919.0,1809.0,55178.0,80695.0,67958.0,1378.0,56704.0,15.384615384615383,9.0,10.0,0.0,5.0
2019,36019,1118,1885,63629,1236,1969,69104,80485.0,67838.0,1146.0,60198.0,80583.0,67584.0,1647.0,56365.0,80485.0,67838.0,1146.0,60198.0,15.384615384615383,9.0,10.0,0.0,5.0
2020,36019,1190,1842,66816,1213,1954,65553,,,,,80320.0,67495.0,1706.0,59510.0,,,,,15.384615384615383,9.0,10.0,0.0,5.0
2011,36021,1441,2472,90424,1277,2137,64869,,,,,63055.0,51951.0,2497.0,56185.0,,,,,0.0,13.0,8.0,0.0,5.0
2012,36021,1332,2222,100094,1389,2335,76647,,,,,62881.0,51950.0,2759.0,56445.0,,,,,0.0,13.0,8.0,0.0,5.0
2013,36021,1382,2207,84761,1354,2230,75317,,,,,62674.0,52041.0,2891.0,57336.0,,,,,0.0,13.0,8.0,0.0,5.0
2014,36021,1044,1706,85036,1151,1843,64510,,,,,62525.0,52181.0,2545.0,58625.0,62122.0,52640.0,1359.0,56019.0,0.0,13.0,8.0,0.0,5.0
2015,36021,1326,2150,94202,1478,2341,100982,,,,,62195.0,51969.0,2142.0,59105.0,61509.0,51660.0,1272.0,60180.0,0.0,13.0,8.0,0.0,5.0
2016,36021,1862,3010,124744,1785,2985,102459,,,,,61860.0,51899.0,1760.0,59916.0,60989.0,51572.0,1683.0,59188.0,0.0,13.0,8.0,0.0,5.0
2017,36021,1451,2264,116061,1505,2407,93368,,,,,61481.0,51694.0,1580.0,61093.0,60604.0,51506.0,1106.0,64112.0,0.0,13.0,8.0,0.0,5.0
2018,36021,1482,2366,109044,1396,2184,100151,,,,,60919.0,51451.0,1537.0,63032.0,59916.0,51203.0,1994.0,66288.0,0.0,13.0,8.0,0.0,5.0
2019,36021,1856,3102,255569,1508,2423,105821,,,,,60371.0,51132.0,1539.0,66787.0,59461.0,51017.0,1294.0,76953.0,0.0,13.0,8.0,0.0,5.0
2020,36021,1890,2997,313942,1624,2617,111750,,,,,60016.0,51065.0,1758.0,68750.0,,,,,0.0,13.0,8.0,0.0,5.0
2011,36023,960,1707,34191,1045,1844,39557,,,,,49441.0,40176.0,1865.0,45956.0,,,,,0.0,4.0,8.0,0.0,5.0
2012,36023,903,1578,31241,1062,1840,40650,,,,,49453.0,40337.0,1904.0,47497.0,,,,,0.0,4.0,8.0,0.0,5.0
2013,36023,854,1522,34037,1038,1809,39673,,,,,49271.0,40349.0,1894.0,47151.0,,,,,0.0,4.0,8.0,0.0,5.0
2014,36023,671,1062,22736,745,1253,28139,,,,,49231.0,40446.0,1785.0,48404.0,49024.0,40644.0,1033.0,50117.0,0.0,4.0,8.0,0.0,5.0
2015,36023,927,1582,35678,1084,1879,46645,,,,,49043.0,40396.0,1558.0,49514.0,48494.0,40367.0,1310.0,51462.0,0.0,4.0,8.0,0.0,5.0
2016,36023,1244,2162,55293,1337,2292,59694,,,,,48713.0,40313.0,1327.0,50910.0,48070.0,39313.0,1005.0,56216.0,0.0,4.0,8.0,0.0,5.0
2017,36023,990,1616,41500,1070,1749,51745,,,,,48334.0,40101.0,1260.0,52451.0,47786.0,39814.0,1520.0,53924.0,0.0,4.0,8.0,0.0,5.0
2018,36023,918,1456,38059,1079,1776,48833,,,,,48123.0,39880.0,1113.0,54489.0,47823.0,39219.0,703.0,51908.0,0.0,4.0,8.0,0.0,5.0
2019,36023,964,1647,45327,1032,1771,48812,,,,,47865.0,39892.0,1290.0,56023.0,47581.0,40341.0,2223.0,56530.0,0.0,4.0,8.0,0.0,5.0
2020,36023,889,1505,46145,1047,1727,58990,,,,,47618.0,39817.0,1406.0,59194.0,,,,,0.0,4.0,8.0,0.0,5.0
2011,36025,1478,2849,63328,1038,1917,39979,,,,,48079.0,39838.0,2015.0,43554.0,,,,,5.128205128205129,14.0,0.0,0.0,6.0
2012,36025,981,1753,42210,1062,1869,44235,,,,,47851.0,39831.0,2121.0,43004.0,,,,,5.128205128205129,14.0,0.0,0.0,6.0
2013,36025,891,1633,39506,1023,1778,43665,,,,,47491.0,39628.0,2333.0,44470.0,,,,,5.128205128205129,14.0,0.0,0.0,6.0
2014,36025,651,1111,30578,847,1398,36304,,,,,47223.0,39527.0,2261.0,44183.0,46581.0,39502.0,1195.0,48012.0,5.128205128205129,14.0,0.0,0.0,6.0
2015,36025,955,1640,43326,1001,1752,43604,,,,,46901.0,39500.0,2076.0,43720.0,46053.0,39192.0,1429.0,42358.0,5.128205128205129,14.0,0.0,0.0,6.0
2016,36025,1241,2174,58870,1349,2346,61438,,,,,46480.0,39314.0,1792.0,46055.0,45523.0,38885.0,1514.0,46234.0,5.128205128205129,14.0,0.0,0.0,6.0
2017,36025,1039,1809,54196,1050,1820,50177,,,,,45950.0,39157.0,1515.0,47921.0,45001.0,38374.0,644.0,45523.0,5.128205128205129,14.0,0.0,0.0,6.0
2018,36025,903,1519,48453,1057,1806,52422,,,,,45502.0,38904.0,1097.0,48827.0,44527.0,38203.0,927.0,47916.0,5.128205128205129,14.0,0.0,0.0,6.0
2019,36025,1195,2126,98128,983,1779,50364,,,,,44995.0,38540.0,981.0,49544.0,44135.0,38133.0,543.0,52604.0,5.128205128205129,14.0,0.0,0.0,6.0
2020,36025,1268,2111,100863,1093,1846,66007,,,,,44676.0,38365.0,887.0,49945.0,,,,,5.128205128205129,14.0,0.0,0.0,6.0
2011,36027,5296,9253,293958,6121,10408,331039,297999.0,242819.0,17608.0,67727.0,296842.0,239125.0,12493.0,71125.0,,,,,0.0,14.0,7.0,58.0,2.0
2012,36027,5530,9640,355593,6042,10382,353833,297322.0,243740.0,15069.0,66754.0,297291.0,240985.0,13997.0,71508.0,,,,,0.0,14.0,7.0,58.0,2.0
2013,36027,5179,8981,307851,6092,10391,363398,296916.0,244236.0,13063.0,70056.0,297385.0,242537.0,14789.0,72525.0,,,,,0.0,14.0,7.0,58.0,2.0
2014,36027,4214,7155,238607,4576,7483,336674,296579.0,244816.0,13138.0,71165.0,297388.0,243649.0,14629.0,72471.0,296579.0,244816.0,13138.0,71165.0,0.0,14.0,7.0,58.0,2.0
2015,36027,5565,9578,445391,6175,10233,410536,295754.0,245671.0,11426.0,71864.0,296928.0,244232.0,13658.0,71904.0,295754.0,245671.0,11426.0,71864.0,0.0,14.0,7.0,58.0,2.0
2016,36027,8035,14016,568954,7870,13162,530692,294473.0,245494.0,8105.0,74115.0,295905.0,244509.0,11899.0,72706.0,294473.0,245494.0,8105.0,74115.0,0.0,14.0,7.0,58.0,2.0
2017,36027,6541,11332,459102,6886,11148,446557,295568.0,246475.0,6391.0,77915.0,295685.0,245245.0,10327.0,75585.0,295568.0,246475.0,6391.0,77915.0,0.0,14.0,7.0,58.0,2.0
2018,36027,6218,10418,449814,6316,9984,449563,293718.0,245515.0,7412.0,80227.0,293894.0,244486.0,8981.0,78028.0,293718.0,245515.0,7412.0,80227.0,0.0,14.0,7.0,58.0,2.0
2019,36027,7266,12347,870914,6870,11285,514195,294218.0,246015.0,4993.0,85901.0,293754.0,245106.0,7684.0,81219.0,294218.0,246015.0,4993.0,85901.0,0.0,14.0,7.0,58.0,2.0
2020,36027,7634,12680,824416,7007,11313,633216,,,,,293524.0,245131.0,7639.0,81842.0,,,,,0.0,14.0,7.0,58.0,2.0
2011,36029,10059,17187,415929,11506,19093,576222,918028.0,748283.0,43285.0,47533.0,919714.0,743979.0,37700.0,48805.0,,,,,0.0,7.0,16.0,214.0,1.0
2012,36029,10375,17931,474611,11671,19662,570795,919086.0,750927.0,35987.0,50506.0,919542.0,746507.0,39053.0,49977.0,,,,,0.0,7.0,16.0,214.0,1.0
2013,36029,9642,16446,463115,11144,18685,559410,919866.0,751681.0,35030.0,51245.0,919230.0,748045.0,40808.0,50653.0,,,,,0.0,7.0,16.0,214.0,1.0
2014,36029,7137,11722,322609,8696,13959,474759,922835.0,755681.0,27845.0,50132.0,920694.0,751251.0,37733.0,51050.0,922835.0,755681.0,27845.0,50132.0,0.0,7.0,16.0,214.0,1.0
2015,36029,9746,16499,498547,11971,20445,685917,922578.0,755834.0,23042.0,52214.0,921584.0,753286.0,33196.0,51247.0,922578.0,755834.0,23042.0,52214.0,0.0,7.0,16.0,214.0,1.0
2016,36029,13653,23529,735497,15165,25988,897927,921046.0,755050.0,21365.0,54246.0,922129.0,754503.0,28965.0,52744.0,921046.0,755050.0,21365.0,54246.0,0.0,7.0,16.0,214.0,1.0
2017,36029,10537,18044,601288,12130,20150,734638,925528.0,759564.0,22239.0,55604.0,923995.0,756762.0,26038.0,54006.0,925528.0,759564.0,22239.0,55604.0,0.0,7.0,16.0,214.0,1.0
2018,36029,10401,17645,578458,12021,19584,698879,919719.0,757371.0,18389.0,56369.0,919866.0,754647.0,22583.0,55673.0,919719.0,757371.0,18389.0,56369.0,0.0,7.0,16.0,214.0,1.0
2019,36029,11165,19178,638543,12877,21655,841185,918702.0,754543.0,16721.0,60652.0,919355.0,754721.0,20254.0,58121.0,918702.0,754543.0,16721.0,60652.0,0.0,7.0,16.0,214.0,1.0
2020,36029,11390,19029,671392,13245,21686,859488,,,,,918873.0,754754.0,22605.0,59464.0,,,,,0.0,7.0,16.0,214.0,1.0
2011,36031,1029,1792,52153,931,1576,37274,,,,,39357.0,32866.0,1381.0,46629.0,,,,,11.764705882352942,13.0,0.0,0.0,6.0
2012,36031,901,1515,80313,957,1589,47161,,,,,39309.0,33048.0,1601.0,47400.0,,,,,11.764705882352942,13.0,0.0,0.0,6.0
2013,36031,864,1483,43014,909,1485,35571,,,,,39181.0,33031.0,1579.0,47380.0,,,,,11.764705882352942,13.0,0.0,0.0,6.0
2014,36031,662,1057,38465,704,1147,29803,,,,,39072.0,33176.0,1664.0,50322.0,38679.0,32717.0,1361.0,54576.0,11.764705882352942,13.0,0.0,0.0,6.0
2015,36031,824,1403,43251,896,1510,43131,,,,,38912.0,33111.0,1521.0,52758.0,38478.0,32839.0,1073.0,55440.0,11.764705882352942,13.0,0.0,0.0,6.0
2016,36031,1210,2095,79091,1131,1890,52253,,,,,38598.0,33001.0,1416.0,53244.0,38102.0,32550.0,740.0,52437.0,11.764705882352942,13.0,0.0,0.0,6.0
2017,36031,871,1441,52631,983,1551,66701,,,,,38233.0,32769.0,1252.0,55294.0,37956.0,32378.0,1077.0,53973.0,11.764705882352942,13.0,0.0,0.0,6.0
2018,36031,856,1338,46927,853,1407,52061,,,,,37751.0,32344.0,1072.0,56196.0,37300.0,32106.0,792.0,55159.0,11.764705882352942,13.0,0.0,0.0,6.0
2019,36031,1062,1792,80682,978,1537,52975,,,,,37459.0,32150.0,912.0,56763.0,36885.0,31568.0,1018.0,55238.0,11.764705882352942,13.0,0.0,0.0,6.0
2020,36031,1046,1619,89437,973,1558,61321,,,,,37281.0,32128.0,842.0,58109.0,,,,,11.764705882352942,13.0,0.0,0.0,6.0
2011,36033,831,1457,34453,961,1705,53600,,,,,51711.0,42450.0,1838.0,43673.0,,,,,95.65217391304348,11.0,3.0,0.0,5.0
2012,36033,767,1391,34865,906,1494,41648,,,,,51698.0,42361.0,2115.0,45702.0,,,,,95.65217391304348,11.0,3.0,0.0,5.0
2013,36033,694,1258,31844,814,1365,32758,,,,,51676.0,42463.0,2178.0,45667.0,,,,,95.65217391304348,11.0,3.0,0.0,5.0
2014,36033,464,807,21196,601,964,25097,,,,,51508.0,42300.0,1937.0,47110.0,51262.0,42052.0,1614.0,49497.0,95.65217391304348,11.0,3.0,0.0,5.0
2015,36033,686,1169,38019,770,1287,30166,,,,,51280.0,41947.0,1945.0,47923.0,50660.0,41372.0,1718.0,47739.0,95.65217391304348,11.0,3.0,0.0,5.0
2016,36033,926,1668,47610,951,1624,41731,,,,,51007.0,42080.0,1882.0,49782.0,50409.0,41904.0,1389.0,50865.0,95.65217391304348,11.0,3.0,0.0,5.0
2017,36033,790,1327,38483,769,1276,38229,,,,,51054.0,42189.0,1784.0,50733.0,51116.0,41474.0,1165.0,51419.0,95.65217391304348,11.0,3.0,0.0,5.0
2018,36033,709,1220,44696,773,1237,58448,,,,,50692.0,41826.0,1539.0,51696.0,50293.0,41992.0,998.0,49134.0,95.65217391304348,11.0,3.0,0.0,5.0
2019,36033,851,1408,52387,724,1235,50728,,,,,50477.0,41669.0,1468.0,50407.0,50022.0,41686.0,1224.0,48639.0,95.65217391304348,11.0,3.0,0.0,5.0
2020,36033,863,1358,52945,815,1306,42320,,,,,50389.0,41941.0,1474.0,52905.0,,,,,95.65217391304348,11.0,3.0,0.0,5.0
2011,36035,1238,2369,48228,1320,2479,52030,,,,,55456.0,44825.0,2492.0,45289.0,,,,,0.0,5.0,10.0,0.0,5.0
2012,36035,1016,1888,40081,1157,2119,43939,,,,,55358.0,44819.0,2635.0,45333.0,,,,,0.0,5.0,10.0,0.0,5.0
2013,36035,1004,1885,37705,1108,1969,41875,,,,,55165.0,44838.0,2795.0,44276.0,,,,,0.0,5.0,10.0,0.0,5.0
2014,36035,800,1429,29445,843,1451,31703,,,,,54870.0,44744.0,2686.0,45722.0,54105.0,44186.0,2246.0,45922.0,0.0,5.0,10.0,0.0,5.0
2015,36035,1065,1960,43519,1065,1856,44672,,,,,54606.0,44465.0,2482.0,46969.0,53992.0,43833.0,2150.0,47763.0,0.0,5.0,10.0,0.0,5.0
2016,36035,1403,2584,62895,1396,2421,61377,,,,,54297.0,44321.0,2115.0,46090.0,53828.0,44654.0,790.0,46426.0,0.0,5.0,10.0,0.0,5.0
2017,36035,1128,2031,53877,1163,2121,59949,,,,,53955.0,44129.0,2002.0,48033.0,53877.0,43859.0,1721.0,47004.0,0.0,5.0,10.0,0.0,5.0
2018,36035,1039,1894,46259,1142,1888,51463,,,,,53743.0,44067.0,1574.0,50248.0,53591.0,44196.0,1257.0,53571.0,0.0,5.0,10.0,0.0,5.0
2019,36035,1157,2100,60786,1198,2137,62720,,,,,53646.0,43949.0,1326.0,50482.0,53383.0,43727.0,917.0,49566.0,0.0,5.0,10.0,0.0,5.0
2020,36035,1219,2081,72311,1155,1982,58933,,,,,53452.0,43871.0,1032.0,51663.0,,,,,0.0,5.0,10.0,0.0,5.0
2011,36037,1073,1883,38654,1244,2158,47576,,,,,59966.0,48295.0,2400.0,50861.0,,,,,0.0,6.0,9.0,0.0,5.0
2012,36037,1033,1764,38166,1263,2237,50597,,,,,59992.0,48554.0,2401.0,51734.0,,,,,0.0,6.0,9.0,0.0,5.0
2013,36037,1013,1750,38740,1093,1819,41159,,,,,59872.0,48719.0,2408.0,49922.0,,,,,0.0,6.0,9.0,0.0,5.0
2014,36037,750,1230,25695,920,1490,36414,,,,,59702.0,48735.0,2451.0,50573.0,59162.0,47977.0,2526.0,54064.0,0.0,6.0,9.0,0.0,5.0
2015,36037,1048,1844,41325,1263,2117,70404,,,,,59458.0,48615.0,2132.0,50880.0,58937.0,48371.0,1130.0,55164.0,0.0,6.0,9.0,0.0,5.0
2016,36037,1477,2566,60598,1633,2735,74087,,,,,59053.0,48404.0,1712.0,52641.0,58482.0,48187.0,753.0,54398.0,0.0,6.0,9.0,0.0,5.0
2017,36037,1184,2064,51783,1275,2064,55213,,,,,58537.0,48038.0,1594.0,54033.0,57956.0,48011.0,1781.0,56272.0,0.0,6.0,9.0,0.0,5.0
2018,36037,1108,1792,46121,1197,1960,54219,,,,,58112.0,47724.0,1468.0,59338.0,57511.0,46861.0,1295.0,60424.0,0.0,6.0,9.0,0.0,5.0
2019,36037,1177,1988,54064,1260,2081,57658,,,,,57808.0,47515.0,1274.0,60524.0,57280.0,46803.0,1151.0,64208.0,0.0,6.0,9.0,0.0,5.0
2020,36037,1183,1909,53256,1236,1980,63527,,,,,57554.0,47206.0,1200.0,60635.0,,,,,0.0,6.0,9.0,0.0,5.0
2011,36039,1184,2064,51493,1227,2174,56469,,,,,49298.0,40830.0,1926.0,47033.0,,,,,0.0,8.0,7.0,0.0,6.0
2012,36039,1077,1893,58255,1114,1973,45692,,,,,49122.0,40966.0,1812.0,47539.0,,,,,0.0,8.0,7.0,0.0,6.0
2013,36039,1072,1813,50720,1086,1913,50659,,,,,48928.0,41027.0,2298.0,49655.0,,,,,0.0,8.0,7.0,0.0,6.0
2014,36039,808,1337,39554,915,1505,43402,,,,,48618.0,40983.0,2171.0,49864.0,47967.0,39506.0,1107.0,56137.0,0.0,8.0,7.0,0.0,6.0
2015,36039,1082,1849,59274,1082,1821,55317,,,,,48312.0,40864.0,1983.0,50278.0,47625.0,39799.0,946.0,45984.0,0.0,8.0,7.0,0.0,6.0
2016,36039,1537,2660,91229,1386,2337,73764,,,,,48069.0,40889.0,1650.0,51013.0,47508.0,40869.0,1104.0,45799.0,0.0,8.0,7.0,0.0,6.0
2017,36039,1251,2107,77814,1172,1950,57403,,,,,47791.0,40655.0,1333.0,53214.0,47470.0,40910.0,350.0,57163.0,0.0,8.0,7.0,0.0,6.0
2018,36039,1168,1901,66367,1128,1875,65859,,,,,47617.0,40586.0,981.0,53617.0,47491.0,40398.0,985.0,54827.0,0.0,8.0,7.0,0.0,6.0
2019,36039,1480,2499,133125,1169,2028,61319,,,,,47424.0,40530.0,836.0,53601.0,47188.0,41166.0,183.0,50712.0,0.0,8.0,7.0,0.0,6.0
2020,36039,1640,2651,158271,1322,2128,75541,,,,,47335.0,40470.0,807.0,56681.0,,,,,0.0,8.0,7.0,0.0,6.0
2011,36041,182,326,12126,112,189,6139,,,,,4870.0,4149.0,67.0,51142.0,,,,,27.272727272727277,3.0,1.0,0.0,6.0
2012,36041,153,281,9551,140,251,6817,,,,,4835.0,4146.0,113.0,51595.0,,,,,27.272727272727277,3.0,1.0,0.0,6.0
2013,36041,135,238,7095,108,193,4832,,,,,4813.0,4118.0,141.0,51522.0,,,,,27.272727272727277,3.0,1.0,0.0,6.0
2014,36041,70,125,2576,110,182,4493,,,,,4783.0,4101.0,160.0,52939.0,,,,,27.272727272727277,3.0,1.0,0.0,6.0
2015,36041,83,127,5240,105,184,5330,,,,,4760.0,4119.0,203.0,48243.0,,,,,27.272727272727277,3.0,1.0,0.0,6.0
2016,36041,183,294,11323,163,286,8038,,,,,4697.0,4066.0,192.0,52708.0,,,,,27.272727272727277,3.0,1.0,0.0,6.0
2017,36041,164,288,9967,122,180,5573,,,,,4646.0,4079.0,252.0,55587.0,,,,,27.272727272727277,3.0,1.0,0.0,6.0
2018,36041,115,171,6331,162,253,9407,,,,,4575.0,4023.0,170.0,57552.0,,,,,27.272727272727277,3.0,1.0,0.0,6.0
2019,36041,166,289,11948,145,238,7338,,,,,4515.0,3968.0,66.0,58675.0,,,,,27.272727272727277,3.0,1.0,0.0,6.0
2020,36041,162,308,14050,147,234,11108,,,,,4454.0,3922.0,44.0,60625.0,,,,,27.272727272727277,3.0,1.0,0.0,6.0
2011,36043,1315,2549,48043,1367,2476,48060,,,,,64354.0,51792.0,2302.0,42680.0,,,,,0.0,5.0,13.0,1.0,3.0
2012,36043,1115,2119,39907,1275,2198,47246,,,,,64475.0,52126.0,2800.0,44288.0,,,,,0.0,5.0,13.0,1.0,3.0
2013,36043,977,1773,35225,1283,2268,45840,,,,,64428.0,52104.0,3001.0,45047.0,,,,,0.0,5.0,13.0,1.0,3.0
2014,36043,750,1349,26672,901,1479,33709,,,,,64329.0,52091.0,2981.0,45649.0,63744.0,52335.0,2738.0,44445.0,0.0,5.0,13.0,1.0,3.0
2015,36043,1079,2002,42056,1218,2067,49299,,,,,64034.0,51955.0,2773.0,46229.0,63100.0,50861.0,1586.0,50678.0,0.0,5.0,13.0,1.0,3.0
2016,36043,1373,2469,57118,1547,2703,64431,,,,,63558.0,51637.0,2797.0,48893.0,62613.0,51434.0,3141.0,51310.0,0.0,5.0,13.0,1.0,3.0
2017,36043,1171,2070,52984,1245,2123,54306,,,,,62943.0,51266.0,2559.0,49077.0,62240.0,50990.0,1843.0,46272.0,0.0,5.0,13.0,1.0,3.0
2018,36043,1071,1883,47210,1215,2130,55312,,,,,62505.0,51099.0,2207.0,51862.0,61833.0,50844.0,1238.0,58809.0,0.0,5.0,13.0,1.0,3.0
2019,36043,1204,2312,58840,1261,2212,60456,,,,,62057.0,50824.0,1794.0,54646.0,61319.0,50293.0,1172.0,58622.0,0.0,5.0,13.0,1.0,3.0
2020,36043,1192,2060,58862,1236,2020,62832,,,,,61738.0,50672.0,1889.0,58438.0,,,,,0.0,5.0,13.0,1.0,3.0
2011,36045,5549,12429,179137,5875,13917,195964,117910.0,91125.0,6252.0,45500.0,115941.0,89856.0,4965.0,45559.0,,,,,0.0,5.0,8.0,13.0,4.0
2012,36045,5064,11408,187715,5853,13739,211257,120262.0,93198.0,6688.0,46558.0,117011.0,90644.0,5361.0,46549.0,,,,,0.0,5.0,8.0,13.0,4.0
2013,36045,4231,9460,148533,5177,12168,187483,119504.0,91860.0,6102.0,46683.0,118073.0,91058.0,5889.0,46484.0,,,,,0.0,5.0,8.0,13.0,4.0
2014,36045,3829,7848,135897,4131,9027,148914,119103.0,92842.0,4510.0,51086.0,118885.0,91718.0,5647.0,48613.0,119103.0,92842.0,4510.0,51086.0,0.0,5.0,8.0,13.0,4.0
2015,36045,4120,9071,167680,5818,13775,241272,117635.0,90978.0,3939.0,51107.0,118947.0,92091.0,5286.0,49505.0,117635.0,90978.0,3939.0,51107.0,0.0,5.0,8.0,13.0,4.0
2016,36045,5757,12976,258048,6767,16592,297771,114006.0,89018.0,3201.0,45624.0,117966.0,91593.0,4678.0,49911.0,114006.0,89018.0,3201.0,45624.0,0.0,5.0,8.0,13.0,4.0
2017,36045,4415,9400,191937,5250,11844,240411,114187.0,89798.0,2394.0,47101.0,116567.0,90892.0,3887.0,50322.0,114187.0,89798.0,2394.0,47101.0,0.0,5.0,8.0,13.0,4.0
