Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI,Total Population (ACS1),Labor Force (ACS1),Unemployed (ACS1),Median Income (ACS1),Total Population (ACS5),Labor Force (ACS5),Unemployed (ACS5),Median Income (ACS5),Total Population (ACSSE),Labor Force (ACSSE),Unemployed (ACSSE),Median Income (ACSSE),FarP,RucaRural,RucaSuburban,RucaUrban,CdcRurality
2015,26159,1876,3837,100736,1835,3441,82346,75077,59450,2562,48034,75351,59341.0,2975.0,46008.0,75077,59450.0,2562.0,48034.0,0.0,9.0,6.0,1.0,3.0
2016,26159,2647,5316,136360,2406,4655,112825,75223,59967,2203,47917,75216,59405.0,2694.0,47141.0,75223,59967.0,2203.0,47917.0,0.0,9.0,6.0,1.0,3.0
2017,26159,1978,3805,101967,2036,3869,88433,75353,59571,1859,52971,75190,59475.0,2352.0,49119.0,75353,59571.0,1859.0,52971.0,0.0,9.0,6.0,1.0,3.0
2018,26159,1929,3705,104184,1833,3399,93879,75448,60355,1502,59295,75272,59660.0,2247.0,52351.0,75448,60355.0,1502.0,59295.0,0.0,9.0,6.0,1.0,3.0
2019,26159,2110,4128,157016,1977,3777,105202,75677,60420,1963,60549,75358,59822.0,2095.0,54485.0,75677,60420.0,1963.0,60549.0,0.0,9.0,6.0,1.0,3.0
2014,26161,7312,11466,384616,7904,12662,397326,356874,295260,10976,62845,351454,289108.0,15913.0,60805.0,356874,295260.0,10976.0,62845.0,0.0,1.0,16.0,83.0,3.0
2015,26161,11032,18448,722675,11769,19423,773520,358880,297793,10287,61977,354092,292237.0,14001.0,61003.0,358880,297793.0,10287.0,61977.0,0.0,1.0,16.0,83.0,3.0
2016,26161,14160,23413,984143,16526,26969,1182795,364709,304210,8150,65601,358082,296674.0,12032.0,62484.0,364709,304210.0,8150.0,65601.0,0.0,1.0,16.0,83.0,3.0
2017,26161,11032,17936,743866,12465,19666,836654,367627,306741,7160,70286,361509,300238.0,10479.0,65618.0,367627,306741.0,7160.0,70286.0,0.0,1.0,16.0,83.0,3.0
2018,26161,10356,16232,713770,12383,19115,922835,370963,310952,9590,71860,365961,304911.0,9320.0,69434.0,370963,310952.0,9590.0,71860.0,0.0,1.0,16.0,83.0,3.0
2019,26161,10842,17271,785731,12880,20391,875299,367601,307754,6082,76576,367000,306370.0,8308.0,72586.0,367601,307754.0,6082.0,76576.0,0.0,1.0,16.0,83.0,3.0
2014,26163,21019,38480,871248,25032,45503,1163359,1764804,1388666,104560,41435,1790078,1403413.0,138713.0,41421.0,1764804,1388666.0,104560.0,41435.0,0.0,6.0,1.0,604.0,1.0
2015,26163,26246,47916,1313834,31276,57589,1631553,1759335,1383466,93670,41557,1778969,1396676.0,121718.0,41210.0,1759335,1383466.0,93670.0,41557.0,0.0,6.0,1.0,604.0,1.0
2016,26163,34891,63326,1835881,40377,75097,2305826,1749366,1377019,78902,43464,1767593,1389694.0,106127.0,42043.0,1749366,1377019.0,78902.0,43464.0,0.0,6.0,1.0,604.0,1.0
2017,26163,27799,49842,1476362,31991,57632,1773074,1753616,1387317,75899,45135,1763822,1389735.0,94628.0,43702.0,1753616,1387317.0,75899.0,45135.0,0.0,6.0,1.0,604.0,1.0
2018,26163,26511,46712,1381812,30834,54864,1829707,1753893,1386184,64848,46390,1761382,1389038.0,83328.0,45321.0,1753893,1386184.0,64848.0,46390.0,0.0,6.0,1.0,604.0,1.0
2019,26163,28360,51934,1500804,32813,59390,1981023,1749343,1382289,55323,50753,1757299,1386924.0,75426.0,47301.0,1749343,1382289.0,55323.0,50753.0,0.0,6.0,1.0,604.0,1.0
2014,27003,7220,12965,321672,7266,12510,380558,341864,268682,10131,70915,336316,262119.0,13803.0,70464.0,341864,268682.0,10131.0,70915.0,0.0,0.0,10.0,73.0,2.0
2015,27003,10831,20110,546572,10513,18874,594856,344151,270283,7770,73382,338764,264912.0,12015.0,70873.0,344151,270283.0,7770.0,73382.0,0.0,0.0,10.0,73.0,2.0
2016,27003,15773,29714,838949,14410,26421,843730,345957,271252,6190,76533,341249,267486.0,9495.0,73579.0,345957,271252.0,6190.0,76533.0,0.0,0.0,10.0,73.0,2.0
2017,27003,11667,21187,603814,10887,19452,640364,351373,276992,5996,79169,344861,270872.0,8300.0,76796.0,351373,276992.0,5996.0,79169.0,0.0,0.0,10.0,73.0,2.0
2018,27003,11237,20171,592366,11095,19340,646444,353813,279099,6414,82492,347431,273199.0,7376.0,79923.0,353813,279099.0,6414.0,82492.0,0.0,0.0,10.0,73.0,2.0
2019,27003,12554,23423,711958,12153,21915,779474,356921,282043,6951,83353,350253,275742.0,6859.0,82175.0,356921,282043.0,6951.0,83353.0,0.0,0.0,10.0,73.0,2.0
2014,27013,1444,2238,53711,1552,2348,60106,65385,53517,1454,48850,64720,53365.0,2157.0,50977.0,65385,53517.0,1454.0,48850.0,0.0,0.0,5.0,11.0,4.0
2015,27013,2071,3377,83753,2295,3735,101655,65787,54583,1609,48350,65125,53652.0,1892.0,50061.0,65787,54583.0,1609.0,48350.0,0.0,0.0,5.0,11.0,4.0
2016,27013,2879,5003,133810,3313,5375,150616,66441,55387,2630,53869,65524,54014.0,1877.0,52119.0,66441,55387.0,2630.0,53869.0,0.0,0.0,5.0,11.0,4.0
2017,27013,2127,3591,95065,2399,3747,105243,66973,55854,1567,56716,65767,54199.0,1744.0,53752.0,66973,55854.0,1567.0,56716.0,0.0,0.0,5.0,11.0,4.0
2018,27013,2108,3505,94203,2474,3873,117284,67427,55182,597,58616,66322,54617.0,1562.0,55861.0,67427,55182.0,597.0,58616.0,0.0,0.0,5.0,11.0,4.0
2019,27013,2118,3504,97816,2548,4016,132680,67653,55430,1010,61133,66795,55034.0,1516.0,57429.0,67653,55430.0,1010.0,61133.0,0.0,0.0,5.0,11.0,4.0
2014,27019,1978,3799,151323,1973,3461,139522,97338,73573,1486,83594,94212,70237.0,2555.0,86391.0,97338,73573.0,1486.0,83594.0,0.0,0.0,6.0,13.0,2.0
2015,27019,3310,6860,318237,3040,5594,292360,98741,74935,1524,92653,95715,71803.0,2059.0,86323.0,98741,74935.0,1524.0,92653.0,0.0,0.0,6.0,13.0,2.0
2016,27019,4860,10094,427847,4173,7954,374819,100262,77004,1209,92455,97143,73253.0,1676.0,88638.0,100262,77004.0,1209.0,92455.0,0.0,0.0,6.0,13.0,2.0
2017,27019,3444,6644,284037,3011,5608,290412,102119,77784,1133,101271,98799,74893.0,1390.0,93095.0,102119,77784.0,1133.0,101271.0,0.0,0.0,6.0,13.0,2.0
2018,27019,3456,6683,310281,2959,5266,282424,103551,79260,1038,100324,100416,76390.0,1216.0,97895.0,103551,79260.0,1038.0,100324.0,0.0,0.0,6.0,13.0,2.0
2019,27019,3877,7304,363478,3308,6131,307204,105089,80856,1897,101434,101949,77762.0,1283.0,101496.0,105089,80856.0,1897.0,101434.0,0.0,0.0,6.0,13.0,2.0
2019,27035,2164,3912,174533,1633,2865,87109,65055,52274,1056,60534,64217,51852.0,921.0,56549.0,65055,52274.0,1056.0,60534.0,70.58823529411765,11.0,5.0,0.0,5.0
2014,27037,8752,15099,444170,9222,15755,548723,412529,321964,8237,76213,405521,314309.0,13741.0,74995.0,412529,321964.0,8237.0,76213.0,0.0,0.0,10.0,85.0,2.0
2015,27037,13332,24071,770058,13319,23215,852588,414686,323776,9490,77196,408456,317479.0,11739.0,75567.0,414686,323776.0,9490.0,77196.0,0.0,0.0,10.0,85.0,2.0
2016,27037,18902,34541,1142204,17926,31986,1169785,417486,327519,8784,78662,411402,320698.0,10530.0,77321.0,417486,327519.0,8784.0,78662.0,0.0,0.0,10.0,85.0,2.0
2017,27037,14827,26830,862709,13379,23132,886134,421751,329469,9730,80832,414655,323723.0,9520.0,79995.0,421751,329469.0,9730.0,80832.0,0.0,0.0,10.0,85.0,2.0
2018,27037,13730,23995,854269,13708,23434,945958,425423,333545,7359,86302,418201,326981.0,8665.0,83288.0,425423,333545.0,7359.0,86302.0,0.0,0.0,10.0,85.0,2.0
2019,27037,14742,25988,947215,14548,26070,1066700,429021,336604,9477,88864,421453,329870.0,8768.0,86036.0,429021,336604.0,9477.0,88864.0,0.0,0.0,10.0,85.0,2.0
2014,27053,26497,42286,1563813,25882,44006,1655948,1212064,970637,34683,64433,1184091,946185.0,47689.0,65033.0,1212064,970637.0,34683.0,64433.0,0.0,0.0,3.0,296.0,1.0
2015,27053,37690,60696,2400629,37839,65848,2698130,1223149,979793,31794,68935,1197776,957644.0,41428.0,65834.0,1223149,979793.0,31794.0,68935.0,0.0,0.0,3.0,296.0,1.0
2016,27053,49741,81088,3419321,52241,90543,3722721,1232483,987947,28237,71200,1209265,967833.0,35616.0,67989.0,1232483,987947.0,28237.0,71200.0,0.0,0.0,3.0,296.0,1.0
2017,27053,38035,60638,2458349,39718,66953,3011832,1252024,1005901,26889,74592,1224763,981256.0,32642.0,71154.0,1252024,1005901.0,26889.0,74592.0,0.0,0.0,3.0,296.0,1.0
2018,27053,37640,58387,2509687,38755,64578,2954349,1259428,1011141,27325,76052,1235478,990445.0,29922.0,74113.0,1259428,1011141.0,27325.0,76052.0,0.0,0.0,3.0,296.0,1.0
2019,27053,37013,58454,2694411,43780,74960,3792270,1265843,1017039,23233,82369,1245837,999325.0,27678.0,78167.0,1265843,1017039.0,23233.0,82369.0,0.0,0.0,3.0,296.0,1.0
2014,27109,2479,4112,116870,2514,4251,128973,150287,116729,4168,69731,147431,114388.0,3674.0,67089.0,150287,116729.0,4168.0,69731.0,0.0,0.0,6.0,27.0,4.0
2015,27109,4005,7044,233635,3834,7015,259843,151436,118118,3298,69973,148736,115694.0,3435.0,68023.0,151436,118118.0,3298.0,69973.0,0.0,0.0,6.0,27.0,4.0
2016,27109,5488,9685,327831,5533,10331,376359,153102,118941,3785,72428,150104,116753.0,3476.0,69308.0,153102,118941.0,3785.0,72428.0,0.0,0.0,6.0,27.0,4.0
2017,27109,4018,6950,224854,4194,7343,269751,154930,120966,2383,77270,151685,118059.0,3601.0,72337.0,154930,120966.0,2383.0,77270.0,0.0,0.0,6.0,27.0,4.0
2018,27109,4065,6914,244290,4100,7054,289142,156277,122687,1761,75327,153065,119220.0,3144.0,74880.0,156277,122687.0,1761.0,75327.0,0.0,0.0,6.0,27.0,4.0
2019,27109,4358,7543,276486,4476,8122,328431,158293,123705,1836,80096,154809,120694.0,2611.0,76951.0,158293,123705.0,1836.0,80096.0,0.0,0.0,6.0,27.0,4.0
2014,27123,13411,21984,647788,13659,23353,753410,532655,421233,17190,55101,521265,413165.0,22296.0,55460.0,532655,421233.0,17190.0,55101.0,0.0,1.0,0.0,136.0,1.0
2015,27123,19275,31693,992986,20356,35110,1146414,538133,424994,16343,57384,527411,417419.0,20431.0,56104.0,538133,424994.0,16343.0,57384.0,0.0,1.0,0.0,136.0,1.0
2016,27123,26076,43046,1392513,28296,49492,1661202,540649,428148,14725,60369,531528,420613.0,18753.0,57717.0,540649,428148.0,14725.0,60369.0,0.0,1.0,0.0,136.0,1.0
2017,27123,20245,33036,1144842,21241,35937,1239206,547974,433055,13406,61962,537893,425484.0,16296.0,60301.0,547974,433055.0,13406.0,61962.0,0.0,1.0,0.0,136.0,1.0
2018,27123,19351,30733,1032786,21548,36643,1360636,550210,434529,11874,62919,541493,428170.0,14429.0,62304.0,550210,434529.0,11874.0,62919.0,0.0,1.0,0.0,136.0,1.0
2019,27123,19496,31811,1087712,23536,41088,1555372,550321,435668,10773,68871,544442,430542.0,13374.0,64660.0,550321,435668.0,10773.0,68871.0,0.0,1.0,0.0,136.0,1.0
2014,27131,1062,1948,45284,1077,1928,48264,65151,52121,1524,60527,64829,51740.0,2233.0,60365.0,65151,52121.0,1524.0,60527.0,0.0,2.0,11.0,0.0,5.0
2015,27131,1551,2835,78775,1501,2800,77724,65400,53032,1169,57323,64886,52068.0,1978.0,59598.0,65400,53032.0,1169.0,57323.0,0.0,2.0,11.0,0.0,5.0
2016,27131,2176,4190,121184,2196,3972,115185,65622,53114,1116,69135,65116,52336.0,1548.0,61683.0,65622,53114.0,1116.0,69135.0,0.0,2.0,11.0,0.0,5.0
2017,27131,1643,3050,88723,1715,3116,91807,65968,53193,1094,64014,65251,52580.0,1282.0,63311.0,65968,53193.0,1094.0,64014.0,0.0,2.0,11.0,0.0,5.0
2018,27131,1683,3052,92888,1677,2941,94722,66523,53662,2060,65839,65765,52996.0,1329.0,65758.0,66523,53662.0,2060.0,65839.0,0.0,2.0,11.0,0.0,5.0
2019,27131,1642,3038,99637,1844,3286,112291,66972,54009,1219,72469,66185,53338.0,1356.0,68584.0,66972,54009.0,1219.0,72469.0,0.0,2.0,11.0,0.0,5.0
2014,27137,2746,4429,127039,2746,4286,128805,200949,166441,6013,50040,200563,166296.0,8120.0,47138.0,200949,166441.0,6013.0,50040.0,32.608695652173914,18.0,15.0,34.0,3.0
2015,27137,3687,6127,173978,3953,6464,205000,200431,166915,4942,50124,200506,166387.0,7166.0,48331.0,200431,166915.0,4942.0,50124.0,32.608695652173914,18.0,15.0,34.0,3.0
2016,27137,4810,8405,255162,5339,8876,269818,199980,166172,4682,49825,200353,166294.0,5990.0,49395.0,199980,166172.0,4682.0,49825.0,32.608695652173914,18.0,15.0,34.0,3.0
2017,27137,3788,6228,183174,4119,6710,209018,200000,166667,5351,52890,200294,166367.0,5235.0,50936.0,200000,166667.0,5351.0,52890.0,32.608695652173914,18.0,15.0,34.0,3.0
2018,27137,3655,5914,193192,3966,6302,223014,199754,165951,4641,53550,200080,166244.0,5059.0,53344.0,199754,165951.0,4641.0,53550.0,32.608695652173914,18.0,15.0,34.0,3.0
2019,27137,3928,6591,228391,4298,7096,256783,199070,166460,3327,60434,199759,166238.0,4533.0,55646.0,199070,166460.0,3327.0,60434.0,32.608695652173914,18.0,15.0,34.0,3.0
2014,27139,2989,5756,183397,2837,5024,163899,139672,104021,3147,92107,135129,99801.0,4137.0,86510.0,139672,104021.0,3147.0,92107.0,0.0,0.0,5.0,16.0,2.0
2015,27139,4600,8824,294572,4531,8521,307064,141660,105445,2704,92506,137322,101807.0,3611.0,87794.0,141660,105445.0,2704.0,92506.0,0.0,0.0,5.0,16.0,2.0
2016,27139,6724,13195,463974,5911,11465,427303,143680,107124,2621,88765,139490,103740.0,3167.0,90198.0,143680,107124.0,2621.0,88765.0,0.0,0.0,5.0,16.0,2.0
2017,27139,4948,9422,354915,4615,8580,346920,145827,110784,2371,98538,141463,105816.0,2809.0,93151.0,145827,110784.0,2371.0,98538.0,0.0,0.0,5.0,16.0,2.0
2018,27139,4967,9242,343521,4489,8270,353182,147381,111438,2469,100963,143372,107507.0,2704.0,97744.0,147381,111438.0,2469.0,100963.0,0.0,0.0,5.0,16.0,2.0
2019,27139,5581,10745,418287,4911,9228,364982,149013,112995,2096,108761,145275,109420.0,2525.0,102152.0,149013,112995.0,2096.0,108761.0,0.0,0.0,5.0,16.0,2.0
2014,27141,2035,3749,92004,2112,3610,101147,91126,69329,2063,77532,89770,67220.0,3057.0,73621.0,91126,69329.0,2063.0,77532.0,0.0,0.0,7.0,4.0,2.0
2015,27141,3544,6841,186392,3087,5646,178932,91705,69575,2774,80088,90401,68154.0,2617.0,74170.0,91705,69575.0,2774.0,80088.0,0.0,0.0,7.0,4.0,2.0
2016,27141,5102,10255,312109,4454,8584,259642,93528,70611,930,83675,91188,69097.0,2062.0,78081.0,93528,70611.0,930.0,83675.0,0.0,0.0,7.0,4.0,2.0
2017,27141,3661,6953,198032,3331,6098,193432,94570,73521,1156,87756,92024,70187.0,1878.0,83895.0,94570,73521.0,1156.0,87756.0,0.0,0.0,7.0,4.0,2.0
2018,27141,3595,6850,211724,3282,5889,184296,96036,73994,1118,80643,93231,71436.0,1640.0,85818.0,96036,73994.0,1118.0,80643.0,0.0,0.0,7.0,4.0,2.0
